item_id,Title,Director,Stars,IMDB,Category,Duration,Censor,Released,videoID,thumbnail,Final Emotion
551,Pink Floyd: The Wall,AlanParker,"BobGeldof, ChristineHargreaves, JamesLaurenson, EleanorDavid",8,"Drama,Fantasy,Music",95min,A,1982,5IpYOF4Hi6Q,https://img.youtube.com/vi/5IpYOF4Hi6Q/maxresdefault.jpg,Happy
552,Enter the Dragon,RobertClouse,"BruceLee, JohnSaxon, JimKelly, AhnaCapri",7.6,"Action,Crime,Drama",102min,A,1973,iIToSVlFjBk,https://img.youtube.com/vi/iIToSVlFjBk/maxresdefault.jpg,Angry
553,Judgment at Nuremberg,StanleyKramer,"SpencerTracy, BurtLancaster, RichardWidmark, MarleneDietrich",8.3,"Drama,War",179min,A,1961,RfOgZXIQ6fo,https://img.youtube.com/vi/RfOgZXIQ6fo/maxresdefault.jpg,Angry
554,Cabaret,BobFosse,"LizaMinnelli, MichaelYork, HelmutGriem, JoelGrey",7.7,"Drama,Music,Musical",124min,A,1972,vSCymjkoNg0,https://img.youtube.com/vi/vSCymjkoNg0/maxresdefault.jpg,Happy
555,Papurika,SatoshiKon,"MegumiHayashibara, TôruEmori, KatsunosukeHori, TôruFuruya",7.7,"Animation,Drama,Fantasy",90min,U,2006,gbrPygwexCg,https://img.youtube.com/vi/gbrPygwexCg/maxresdefault.jpg,Neutral
556,Sing Street,JohnCarney,"FerdiaWalsh-Peelo, AidanGillen, MariaDoyleKennedy, JackReynor",7.9,"Comedy,Drama,Music",106min,PG-13,2016,jYk2Vx1z6lk,https://img.youtube.com/vi/jYk2Vx1z6lk/maxresdefault.jpg,Happy
557,High Noon,FredZinnemann,"GaryCooper, GraceKelly, ThomasMitchell, LloydBridges",8,"Drama,Thriller,Western",85min,U,1952,FUuawj-iIWQ,https://img.youtube.com/vi/FUuawj-iIWQ/maxresdefault.jpg,Sad
558,I Am Sam,JessieNelson,"SeanPenn, MichellePfeiffer, DakotaFanning, DianneWiest",7.6,Drama,132min,U,2001,ir6_2EkhzAc,https://img.youtube.com/vi/ir6_2EkhzAc/maxresdefault.jpg,Neutral
559,Tumbbad,"RahiAnilBarve,","AdeshPrasad, , SohumShah, JyotiMalshe, AnitaDate-Kelkar, RonjiniChakraborty",8.2,"Drama,Fantasy,Horror",104min,A,2018,sN75MPxgvX8,https://img.youtube.com/vi/sN75MPxgvX8/maxresdefault.jpg,Neutral
560,Mysterious Skin,GreggAraki,"BradyCorbet, JosephGordon-Levitt, ElisabethShue, ChaseEllison",7.6,Drama,105min,Unrated,2004,VMVti2E-z7w,https://img.youtube.com/vi/VMVti2E-z7w/maxresdefault.jpg,Neutral
561,Kaze tachinu,HayaoMiyazaki,"HideakiAnno, HidetoshiNishijima, MioriTakimoto, MasahikoNishimura",7.7,"Animation,Biography,Drama",126min,NotRated,2013,E5dB_9dW2SQ,https://img.youtube.com/vi/E5dB_9dW2SQ/maxresdefault.jpg,Neutral
562,Trois couleurs: Blanc,KrzysztofKieslowski,"ZbigniewZamachowski, JulieDelpy, JanuszGajos, JerzyStuhr",7.6,"Comedy,Drama,Romance",92min,U,1994,xECEAPfdqic,https://img.youtube.com/vi/xECEAPfdqic/maxresdefault.jpg,Happy
563,Kramer vs. Kramer,RobertBenton,"DustinHoffman, MerylStreep, JaneAlexander, JustinHenry",7.8,Drama,105min,U,1979,8kIsYLV8bE8,https://img.youtube.com/vi/8kIsYLV8bE8/maxresdefault.jpg,Neutral
564,Kaze no tani no Naushika,HayaoMiyazaki,"SumiShimamoto, MahitoTsujimura, HisakoKyôda, GorôNaya",8,"Animation,Adventure,Sci-Fi",117min,U,1984,k7PQgfOhxmI,https://img.youtube.com/vi/k7PQgfOhxmI/maxresdefault.jpg,Happy
565,The Searchers,JohnFord,"JohnWayne, JeffreyHunter, VeraMiles, WardBond",7.9,"Adventure,Drama,Western",119min,U,1956,ii_7QnXPQxA,https://img.youtube.com/vi/ii_7QnXPQxA/maxresdefault.jpg,Happy
566,Malcolm X,SpikeLee,"DenzelWashington, AngelaBassett, DelroyLindo, SpikeLee",7.7,"Biography,Drama,History",202min,U,1992,sx4sEvhYeVE,https://img.youtube.com/vi/sx4sEvhYeVE/maxresdefault.jpg,Neutral
567,50/50,JonathanLevine,"JosephGordon-Levitt, SethRogen, AnnaKendrick, BryceDallasHoward",7.6,"Comedy,Drama,Romance",100min,18,2011,Kz4pulHLRQw,https://img.youtube.com/vi/Kz4pulHLRQw/maxresdefault.jpg,Happy
568,"South Park: Bigger, Longer & Uncut",TreyParker,"TreyParker, MattStone, MaryKayBergman, IsaacHayes",7.7,"Animation,Comedy,Fantasy",81min,A,1999,946xWNyr5-g,https://img.youtube.com/vi/946xWNyr5-g/maxresdefault.jpg,Happy
569,Mommy,XavierDolan,"AnneDorval, AntoineOlivierPilon, SuzanneClément, PatrickHuard",8,Drama,139min,R,2014,7JglJr2FjQU,https://img.youtube.com/vi/7JglJr2FjQU/maxresdefault.jpg,Neutral
570,Ying xiong,YimouZhang,"JetLi, TonyChiu-WaiLeung, MaggieCheung, ZiyiZhang",7.9,"Action,Adventure,Drama",120min,UA,2002,h7fXWeN_3Ro,https://img.youtube.com/vi/h7fXWeN_3Ro/maxresdefault.jpg,Angry
571,Manbiki kazoku,HirokazuKoreeda,"LilyFranky, SakuraAndô, KirinKiki, MayuMatsuoka",7.9,"Crime,Drama",121min,A,2018,9382rwoMiRc,https://img.youtube.com/vi/9382rwoMiRc/maxresdefault.jpg,Angry
572,Cinderella Man,RonHoward,"RussellCrowe, RenéeZellweger, CraigBierko, PaulGiamatti",8,"Biography,Drama,Romance",144min,UA,2005,vs-Bsqt5ooQ,https://img.youtube.com/vi/vs-Bsqt5ooQ/maxresdefault.jpg,Happy
573,Lucky Number Slevin,PaulMcGuigan,"JoshHartnett, BenKingsley, MorganFreeman, LucyLiu",7.7,"Crime,Drama,Thriller",110min,R,2006,mGQmSCQrKKQ,https://img.youtube.com/vi/mGQmSCQrKKQ/maxresdefault.jpg,Angry
574,Klaus,"SergioPablos,",", JasonSchwartzman, J.K.Simmons, RashidaJones, WillSasso",8.1,"Animation,Adventure,Comedy",96min,7,2019,fZdzhUfX6Ro,https://img.youtube.com/vi/fZdzhUfX6Ro/maxresdefault.jpg,Happy
575,Witness for the Prosecution,BillyWilder,"TyronePower, MarleneDietrich, CharlesLaughton, ElsaLanchester",8.4,"Crime,Drama,Mystery",116min,U,1957,GTAjaYfPZ7s,https://img.youtube.com/vi/GTAjaYfPZ7s/maxresdefault.jpg,Angry
576,Once Were Warriors,LeeTamahori,"RenaOwen, TemueraMorrison, MamaengaroaKerr-Bell, JulianArahanga",7.9,"Crime,Drama",102min,A,1994,Bz0CAn6zHY4,https://img.youtube.com/vi/Bz0CAn6zHY4/maxresdefault.jpg,Angry
577,Flipped,RobReiner,"MadelineCarroll, CallanMcAuliffe, RebeccaDeMornay, AnthonyEdwards",7.7,"Comedy,Drama,Romance",90min,PG,2010,q40GxY5n2Dg,https://img.youtube.com/vi/q40GxY5n2Dg/maxresdefault.jpg,Happy
578,Rebel Without a Cause,NicholasRay,"JamesDean, NatalieWood, SalMineo, JimBackus",7.6,Drama,111min,U,1955,9tHbN3fykr0,https://img.youtube.com/vi/9tHbN3fykr0/maxresdefault.jpg,Neutral
579,Dancer in the Dark,LarsvonTrier,"Björk, CatherineDeneuve, DavidMorse, PeterStormare",7.9,"Crime,Drama,Musical",140min,U,2000,XnGv2gwk8As,https://img.youtube.com/vi/XnGv2gwk8As/maxresdefault.jpg,Angry
580,Serbuan maut 2: Berandal,GarethEvans,"IkoUwais, YayanRuhian, ArifinPutra, OkaAntara",7.9,"Action,Crime,Thriller",150min,A,2014,MG9uFX3uYq4,https://img.youtube.com/vi/MG9uFX3uYq4/maxresdefault.jpg,Angry
581,Spoorloos,GeorgeSluizer,"Bernard-PierreDonnadieu, GeneBervoets, JohannaterSteege, GwenEckhaus",7.7,"Mystery,Thriller",107min,NotRated,1988,FFtHambIir0,https://img.youtube.com/vi/FFtHambIir0/maxresdefault.jpg,Sad
582,The Last Emperor,BernardoBertolucci,"JohnLone, JoanChen, ""PeterOToole,"", RuochengYing",7.7,"Biography,Drama,History",163min,U,1987,A4cH6g1wD5g,https://img.youtube.com/vi/A4cH6g1wD5g/maxresdefault.jpg,Neutral
583,Patton,FranklinJ.Schaffner,"GeorgeC.Scott, KarlMalden, StephenYoung, MichaelStrong",7.9,"Biography,Drama,War",172min,U,1970,PSPGd991xCY,https://img.youtube.com/vi/PSPGd991xCY/maxresdefault.jpg,Angry
584,The Hustler,RobertRossen,"PaulNewman, JackieGleason, PiperLaurie, GeorgeC.Scott",8,"Drama,Sport",134min,A,1961,I5XMnxp2S9Q,https://img.youtube.com/vi/I5XMnxp2S9Q/maxresdefault.jpg,Neutral
585,Taare Zameen Par,"AamirKhan,",", DarsheelSafary, AamirKhan, TiscaChopra, VipinSharma",8.3,"Drama,Family",165min,U,2007,2LEyl7GGU38,https://img.youtube.com/vi/2LEyl7GGU38/maxresdefault.jpg,Happy
586,Ray,TaylorHackford,"JamieFoxx, ReginaKing, KerryWashington, CliftonPowell",7.7,"Biography,Drama,Music",152min,A,2004,P0P_Sfju0-Q,https://img.youtube.com/vi/P0P_Sfju0-Q/maxresdefault.jpg,Happy
587,Me and Earl and the Dying Girl,AlfonsoGomez-Rejon,"ThomasMann, RJCyler, OliviaCooke, NickOfferman",7.7,"Comedy,Drama",105min,PG-13,2015,2qfmAllbYC8,https://img.youtube.com/vi/2qfmAllbYC8/maxresdefault.jpg,Happy
588,Madeo,BongJoonHo,"Hye-jaKim, WonBin, JinGoo, Je-munYun",7.8,"Crime,Drama,Mystery",129min,R,2009,0oBwQHWeYxo,https://img.youtube.com/vi/0oBwQHWeYxo/maxresdefault.jpg,Angry
589,Zwartboek,PaulVerhoeven,"CaricevanHouten, SebastianKoch, ThomHoffman, HalinaReijn",7.7,"Drama,Thriller,War",145min,A,2006,DIklvGsU7bM,https://img.youtube.com/vi/DIklvGsU7bM/maxresdefault.jpg,Angry
590,Barton Fink,"JoelCoen,",", JohnTurturro, JohnGoodman, JudyDavis, MichaelLerner",7.6,"Comedy,Drama,Thriller",116min,A,1991,pq2cwuQazyI,https://img.youtube.com/vi/pq2cwuQazyI/maxresdefault.jpg,Sad
591,The Last King of Scotland,KevinMacdonald,"JamesMcAvoy, ForestWhitaker, GillianAnderson, KerryWashington",7.7,"Biography,Drama,History",123min,A,2006,nINnkxkEI_o,https://img.youtube.com/vi/nINnkxkEI_o/maxresdefault.jpg,Neutral
592,Zulu,CyEndfield,"StanleyBaker, JackHawkins, UllaJacobsson, JamesBooth",7.7,"Drama,History,War",138min,U,1964,COFOKiifs0E,https://img.youtube.com/vi/COFOKiifs0E/maxresdefault.jpg,Angry
593,Letters from Iwo Jima,ClintEastwood,"KenWatanabe, KazunariNinomiya, TsuyoshiIhara, RyôKase",7.9,"Action,Adventure,Drama",141min,UA,2006,RpWLhBPVFBk,https://img.youtube.com/vi/RpWLhBPVFBk/maxresdefault.jpg,Angry
594,Dial M for Murder,AlfredHitchcock,"RayMilland, GraceKelly, RobertCummings, JohnWilliams",8.2,"Crime,Thriller",105min,A,1954,JWP_hrNHSN4,https://img.youtube.com/vi/JWP_hrNHSN4/maxresdefault.jpg,Angry
595,The Artist,MichelHazanavicius,"JeanDujardin, BéréniceBejo, JohnGoodman, JamesCromwell",7.9,"Comedy,Drama,Romance",100min,U,2011,YB9Oq0hn5KY,https://img.youtube.com/vi/YB9Oq0hn5KY/maxresdefault.jpg,Happy
596,Abre los ojos,AlejandroAmenábar,"EduardoNoriega, PenélopeCruz, CheteLera, FeleMartínez",7.7,"Drama,Mystery,Sci-Fi",119min,U,1997,VkuRIZ7QyDM,https://img.youtube.com/vi/VkuRIZ7QyDM/maxresdefault.jpg,Sad
597,Seven Pounds,GabrieleMuccino,"WillSmith, RosarioDawson, WoodyHarrelson, MichaelEaly",7.6,Drama,123min,UA,2008,zdMpeO5G4OQ,https://img.youtube.com/vi/zdMpeO5G4OQ/maxresdefault.jpg,Neutral
598,Sardar Udham,ShoojitSircar,"VickyKaushal, ShaunScott, StephenHogan, AmolParashar",8.5,"Biography,Crime,Drama",164min,UA13+,2021,bLWgKt1-SYo,https://img.youtube.com/vi/bLWgKt1-SYo/maxresdefault.jpg,Angry
599,WolfWalkers,"TommMoore,",", HonorKneafsey, EvaWhittaker, SeanBean, SimonMcBurney",8,"Animation,Adventure,Family",103min,UA,2020,Rp6ehxZvvM4,https://img.youtube.com/vi/Rp6ehxZvvM4/maxresdefault.jpg,Happy
600,Fiddler on the Roof,NormanJewison,"Topol, NormaCrane, LeonardFrey, MollyPicon",8,"Drama,Family,Musical",181min,U,1971,kDtabTufxao,https://img.youtube.com/vi/kDtabTufxao/maxresdefault.jpg,Happy
601,Short Cuts,RobertAltman,"AndieMacDowell, JulianneMoore, TimRobbins, BruceDavison",7.7,"Comedy,Drama",188min,R,1993,VeAK7Bv4F1o,https://img.youtube.com/vi/VeAK7Bv4F1o/maxresdefault.jpg,Happy
602,Strangers on a Train,AlfredHitchcock,"FarleyGranger, RobertWalker, RuthRoman, LeoG.Carroll",7.9,"Crime,Drama,Film-Noir",101min,A,1951,J1iSS5r0OVE,https://img.youtube.com/vi/J1iSS5r0OVE/maxresdefault.jpg,Angry
603,East of Eden,EliaKazan,"JamesDean, RaymondMassey, JulieHarris, BurlIves",7.8,Drama,118min,U,1955,bex9bA7oQwA,https://img.youtube.com/vi/bex9bA7oQwA/maxresdefault.jpg,Neutral
604,The Third Man,CarolReed,"OrsonWelles, JosephCotten, AlidaValli, TrevorHoward",8.1,"Film-Noir,Mystery,Thriller",104min,U,1949,r9yyDEDGlr0,https://img.youtube.com/vi/r9yyDEDGlr0/maxresdefault.jpg,Sad
605,Rope,AlfredHitchcock,"JamesStewart, JohnDall, FarleyGranger, DickHogan",7.9,"Crime,Drama,Mystery",80min,A,1948,dccjINJc_dM,https://img.youtube.com/vi/dccjINJc_dM/maxresdefault.jpg,Angry
606,All That Jazz,BobFosse,"RoyScheider, JessicaLange, AnnReinking, LelandPalmer",7.8,"Drama,Music,Musical",123min,A,1979,AnvsLMvmPgU,https://img.youtube.com/vi/AnvsLMvmPgU/maxresdefault.jpg,Happy
607,Frankenstein,JamesWhale,"ColinClive, MaeClarke, BorisKarloff, JohnBoles",7.8,"Drama,Horror,Sci-Fi",70min,A,1931,edjLs4C7xtE,https://img.youtube.com/vi/edjLs4C7xtE/maxresdefault.jpg,Neutral
608,Breaking the Waves,LarsvonTrier,"EmilyWatson, StellanSkarsgård, KatrinCartlidge, Jean-MarcBarr",7.8,Drama,159min,R,1996,dPmWixRLFPQ,https://img.youtube.com/vi/dPmWixRLFPQ/maxresdefault.jpg,Neutral
609,Kubo and the Two Strings,TravisKnight,"CharlizeTheron, ArtParkinson, MatthewMcConaughey, RalphFiennes",7.7,"Animation,Action,Adventure",101min,U,2016,7Q6ywfDSm_0,https://img.youtube.com/vi/7Q6ywfDSm_0/maxresdefault.jpg,Angry
610,The Straight Story,DavidLynch,"RichardFarnsworth, SissySpacek, JaneGallowayHeitz, JosephA.Carpenter",8,"Biography,Drama",112min,U,1999,CdEJgQO3yws,https://img.youtube.com/vi/CdEJgQO3yws/maxresdefault.jpg,Neutral
611,Togo,EricsonCore,"WillemDafoe, JulianneNicholson, ChristopherHeyerdahl, RichardDormer",7.9,"Adventure,Biography,Drama",113min,U,2019,dCFIQszTODg,https://img.youtube.com/vi/dCFIQszTODg/maxresdefault.jpg,Happy
612,My Left Foot: The Story of Christy Brown,JimSheridan,"DanielDay-Lewis, BrendaFricker, AlisonWhelan, KirstenSheridan",7.9,"Biography,Drama",103min,U,1989,qE22_RW9i-M,https://img.youtube.com/vi/qE22_RW9i-M/maxresdefault.jpg,Neutral
613,Hable con ella,PedroAlmodóvar,"RosarioFlores, JavierCámara, DaríoGrandinetti, LeonorWatling",7.9,"Drama,Mystery,Romance",112min,R,2002,NknLcFe5SQ4,https://img.youtube.com/vi/NknLcFe5SQ4/maxresdefault.jpg,Sad
614,La leggenda del pianista sulloceano,GiuseppeTornatore,"TimRoth, PruittTaylorVince, MélanieThierry, BillNunn",8,"Drama,Music,Romance",169min,NotRated,1998,E4HXjoerJj4,https://img.youtube.com/vi/E4HXjoerJj4/maxresdefault.jpg,Happy
615,Amour,MichaelHaneke,"Jean-LouisTrintignant, EmmanuelleRiva, IsabelleHuppert, AlexandreTharaud",7.9,Drama,127min,UA,2012,msjLhutUTes,https://img.youtube.com/vi/msjLhutUTes/maxresdefault.jpg,Neutral
616,A Christmas Story,BobClark,"PeterBillingsley, MelindaDillon, DarrenMcGavin, ScottSchwartz",7.9,"Comedy,Family",93min,U,1983,mZILRPjsaew,https://img.youtube.com/vi/mZILRPjsaew/maxresdefault.jpg,Happy
617,Gangs of Wasseypur,AnuragKashyap,"ManojBajpayee, RichaChadha, NawazuddinSiddiqui, TigmanshuDhulia",8.2,"Action,Comedy,Crime",321min,A,2012,f2MtKze0LbU,https://img.youtube.com/vi/f2MtKze0LbU/maxresdefault.jpg,Angry
618,Hamlet,KennethBranagh,"KennethBranagh, JulieChristie, DerekJacobi, KateWinslet",7.8,Drama,242min,PG-13,1996,Gg7Uim8JCmQ,https://img.youtube.com/vi/Gg7Uim8JCmQ/maxresdefault.jpg,Neutral
619,Once,JohnCarney,"GlenHansard, MarkétaIrglová, HughWalsh, GerardHendrick",7.8,"Drama,Music,Romance",86min,R,2007,80nYnvSguwo,https://img.youtube.com/vi/80nYnvSguwo/maxresdefault.jpg,Happy
620,The Manchurian Candidate,JohnFrankenheimer,"FrankSinatra, LaurenceHarvey, JanetLeigh, AngelaLansbury",7.9,"Drama,Thriller",126min,A,1962,Q2c5-L5qBvM,https://img.youtube.com/vi/Q2c5-L5qBvM/maxresdefault.jpg,Sad
621,Fanny och Alexander,IngmarBergman,"BertilGuve, PernillaAllwin, KristinaAdolphson, BörjeAhlstedt",8.1,Drama,188min,A,1982,tDlA_QZmqkM,https://img.youtube.com/vi/tDlA_QZmqkM/maxresdefault.jpg,Neutral
622,Short Term 12,DestinDanielCretton,"BrieLarson, FrantzTurner, JohnGallagherJr., KaitlynDever",7.9,Drama,96min,R,2013,qhS6tvSb0UQ,https://img.youtube.com/vi/qhS6tvSb0UQ/maxresdefault.jpg,Neutral
623,Where Eagles Dare,BrianG.Hutton,"RichardBurton, ClintEastwood, MaryUre, PatrickWymark",7.6,"Action,Adventure,War",158min,U,1968,KSLczouLr3M,https://img.youtube.com/vi/KSLczouLr3M/maxresdefault.jpg,Angry
624,The Killing Fields,RolandJoffé,"SamWaterston, HaingS.Ngor, JohnMalkovich, JulianSands",7.8,"Biography,Drama,History",141min,A,1984,IyQp3hWAtwM,https://img.youtube.com/vi/IyQp3hWAtwM/maxresdefault.jpg,Neutral
625,Ajeossi,Jeong-beomLee,"WonBin, KimSae-ron, KimTae-hoon, KimHee-won",7.7,"Action,Crime,Drama",119min,7,2010,38rPoGSr19U,https://img.youtube.com/vi/38rPoGSr19U/maxresdefault.jpg,Angry
626,Fantasia,"JamesAlgar,","FordBeebeJr., NormanFerguson, DavidHand, JimHandley, T.Hee, WilfredJackson, HamiltonLuske, BillRoberts, PaulSatterfield, BenSharpsteen, , LeopoldStokowski, DeemsTaylor, ThePhiladelphiaOrchestra, CoreyBurton",7.7,"Animation,Family,Fantasy",125min,U,1940,r7gLlIv4ito,https://img.youtube.com/vi/r7gLlIv4ito/maxresdefault.jpg,Happy
627,The Day of the Jackal,FredZinnemann,"EdwardFox, TerenceAlexander, MichelAuclair, AlanBadel",7.8,"Crime,Drama,Thriller",143min,A,1973,bqhtq8w-Eog,https://img.youtube.com/vi/bqhtq8w-Eog/maxresdefault.jpg,Angry
628,Waking Life,RichardLinklater,"EthanHawke, TrevorJackBrooks, LoreleiLinklater, WileyWiggins",7.7,"Animation,Drama,Fantasy",99min,R,2001,7Wi_E27J97s,https://img.youtube.com/vi/7Wi_E27J97s/maxresdefault.jpg,Neutral
629,Cape Fear,J.LeeThompson,"GregoryPeck, RobertMitchum, PollyBergen, LoriMartin",7.7,"Drama,Thriller",106min,A,1962,FQqo-w1qvws,https://img.youtube.com/vi/FQqo-w1qvws/maxresdefault.jpg,Sad
630,Kurenai no buta,HayaoMiyazaki,"ShûichirôMoriyama, TokikoKatô, BunshiKatsuraVi, TsunehikoKamijô",7.7,"Animation,Adventure,Comedy",94min,U,1992,awEC-aLDzjs,https://img.youtube.com/vi/awEC-aLDzjs/maxresdefault.jpg,Happy
631,Festen,ThomasVinterberg,"UlrichThomsen, HenningMoritzen, ThomasBoLarsen, PaprikaSteen",8.1,Drama,105min,R,1998,TROvwzNKNRg,https://img.youtube.com/vi/TROvwzNKNRg/maxresdefault.jpg,Neutral
632,Bajrangi Bhaijaan,KabirKhan,"SalmanKhan, HarshaaliMalhotra, NawazuddinSiddiqui, KareenaKapoor",8.1,"Action,Adventure,Comedy",163min,UA,2015,7y3KbUHnee8,https://img.youtube.com/vi/7y3KbUHnee8/maxresdefault.jpg,Angry
633,Notorious,AlfredHitchcock,"CaryGrant, IngridBergman, ClaudeRains, LouisCalhern",7.9,"Drama,Film-Noir,Romance",102min,U,1946,xQBE27tfYRo,https://img.youtube.com/vi/xQBE27tfYRo/maxresdefault.jpg,Happy
634,Whos Afraid of Virginia Woolf?,MikeNichols,"ElizabethTaylor, RichardBurton, GeorgeSegal, SandyDennis",8,Drama,131min,A,1966,u1AyKxYjFvA,https://img.youtube.com/vi/u1AyKxYjFvA/maxresdefault.jpg,Neutral
635,Ladri di biciclette,VittorioDeSica,"LambertoMaggiorani, EnzoStaiola, LianellaCarell, ElenaAltieri",8.3,Drama,89min,U,1948,wpj52n7onK4,https://img.youtube.com/vi/wpj52n7onK4/maxresdefault.jpg,Neutral
636,25th Hour,SpikeLee,"EdwardNorton, BarryPepper, PhilipSeymourHoffman, RosarioDawson",7.6,Drama,135min,R,2002,2qZVGJd6-rI,https://img.youtube.com/vi/2qZVGJd6-rI/maxresdefault.jpg,Neutral
637,Trois couleurs: Bleu,KrzysztofKieslowski,"JulietteBinoche, ZbigniewZamachowski, JulieDelpy, BenoîtRégent",7.9,"Drama,Music,Mystery",94min,U,1993,_1lcpurc7rQ,https://img.youtube.com/vi/_1lcpurc7rQ/maxresdefault.jpg,Sad
638,Loving Vincent,"DorotaKobiela,",", DouglasBooth, JeromeFlynn, RobertGulaczyk, HelenMcCrory",7.8,"Animation,Biography,Crime",94min,UA,2017,CGzKnyhYDQI,https://img.youtube.com/vi/CGzKnyhYDQI/maxresdefault.jpg,Angry
639,Mimi wo sumaseba,YoshifumiKondô,"YokoHonna, IsseyTakahashi, TakashiTachibana, ShigeruMuroi",7.9,"Animation,Drama,Family",111min,U,1995,0pVkiod6V0U,https://img.youtube.com/vi/0pVkiod6V0U/maxresdefault.jpg,Happy
640,United 93,PaulGreengrass,"DavidAlanBasche, OliviaThirlby, LizaColón-Zayas, J.J.Johnson",7.6,"Action,Drama,History",111min,UA,2006,yQdjDtlK3uQ,https://img.youtube.com/vi/yQdjDtlK3uQ/maxresdefault.jpg,Angry
641,Shershaah,Vishnuvardhan,"SidharthMalhotra, KiaraAdvani, ShivPanditt, PranayPachauri",8.4,"Action,Biography,Drama",135min,UA,2021,1poXN3jF3Bw,https://img.youtube.com/vi/1poXN3jF3Bw/maxresdefault.jpg,Angry
642,Trois couleurs: Rouge,KrzysztofKieslowski,"IrèneJacob, Jean-LouisTrintignant, FrédériqueFeder, Jean-PierreLorit",8.1,"Drama,Mystery,Romance",99min,U,1994,cJOS-a7b2h8,https://img.youtube.com/vi/cJOS-a7b2h8/maxresdefault.jpg,Sad
643,Hedwig and the Angry Inch,JohnCameronMitchell,"JohnCameronMitchell, MiriamShor, StephenTrask, TheodoreLiscinski",7.7,"Comedy,Drama,Music",95min,R,2001,0bnlAso3p7A,https://img.youtube.com/vi/0bnlAso3p7A/maxresdefault.jpg,Happy
644,Bacheha-Ye aseman,MajidMajidi,"MohammadAmirNaji, AmirFarrokhHashemian, BahareSeddiqi, NafiseJafar-Mohammadi",8.2,"Drama,Family,Sport",89min,PG,1997,HaCRdT6wcyE,https://img.youtube.com/vi/HaCRdT6wcyE/maxresdefault.jpg,Happy
645,The Verdict,SidneyLumet,"PaulNewman, CharlotteRampling, JackWarden, JamesMason",7.7,Drama,129min,U,1982,UVZAX5V1oCM,https://img.youtube.com/vi/UVZAX5V1oCM/maxresdefault.jpg,Neutral
646,The Day the Earth Stood Still,RobertWise,"MichaelRennie, PatriciaNeal, HughMarlowe, SamJaffe",7.8,"Drama,Sci-Fi",92min,U,1951,cRLoR0-Xblc,https://img.youtube.com/vi/cRLoR0-Xblc/maxresdefault.jpg,Neutral
647,Lat sau san taam,JohnWoo,"ChowYun-Fat, TonyChiu-WaiLeung, TeresaMo, PhilipChan",7.7,"Action,Crime,Thriller",128min,A,1992,SqMPzcGQJzA,https://img.youtube.com/vi/SqMPzcGQJzA/maxresdefault.jpg,Angry
648,Andhadhun,SriramRaghavan,"AyushmannKhurrana, Tabu, RadhikaApte, AnilDhawan",8.2,"Comedy,Crime,Music",139min,UA,2018,xSOAHZl4-lc,https://img.youtube.com/vi/xSOAHZl4-lc/maxresdefault.jpg,Angry
649,The Caine Mutiny,EdwardDmytryk,"HumphreyBogart, JoséFerrer, VanJohnson, FredMacMurray",7.7,"Drama,War",124min,U,1954,UPIr8vb7OeI,https://img.youtube.com/vi/UPIr8vb7OeI/maxresdefault.jpg,Angry
650,The Taking of Pelham One Two Three,JosephSargent,"WalterMatthau, RobertShaw, MartinBalsam, HectorElizondo",7.6,"Action,Crime,Thriller",104min,U,1974,ep518FVHKIU,https://img.youtube.com/vi/ep518FVHKIU/maxresdefault.jpg,Angry
651,The Worlds Fastest Indian,RogerDonaldson,"AnthonyHopkins, DianeLadd, IainRea, TessaMitchell",7.8,"Biography,Drama,Sport",127min,U,2005,tKnBURvKW4I,https://img.youtube.com/vi/tKnBURvKW4I/maxresdefault.jpg,Neutral
652,Ratsasan,RamKumar,"VishnuVishal, AmalaPaul, RadhaRavi, SangiliMurugan",8.3,"Crime,Drama,Mystery",170min,UA,2018,GsrN7rNch9Y,https://img.youtube.com/vi/GsrN7rNch9Y/maxresdefault.jpg,Angry
653,Anatomy of a Murder,OttoPreminger,"JamesStewart, LeeRemick, BenGazzara, ""ArthurOConnell""",8,"Drama,Mystery",161min,A,1959,Vy8EOQKXfC4,https://img.youtube.com/vi/Vy8EOQKXfC4/maxresdefault.jpg,Sad
654,Zindagi Na Milegi Dobara,ZoyaAkhtar,"HrithikRoshan, FarhanAkhtar, AbhayDeol, KatrinaKaif",8.1,"Comedy,Drama,Musical",155min,U,2011,AeBIRt2PPt0,https://img.youtube.com/vi/AeBIRt2PPt0/maxresdefault.jpg,Happy
655,Night on Earth,JimJarmusch,"WinonaRyder, GenaRowlands, LisanneFalk, AlanRandolphScott",7.7,"Comedy,Drama",129min,R,1991,o7Ql4xmu9xk,https://img.youtube.com/vi/o7Ql4xmu9xk/maxresdefault.jpg,Happy
656,City Lights,CharlesChaplin,"CharlesChaplin, VirginiaCherrill, FlorenceLee, HarryMyers",8.5,"Comedy,Drama,Romance",87min,G,1931,4MjBZ1i3kAg,https://img.youtube.com/vi/4MjBZ1i3kAg/maxresdefault.jpg,Happy
657,Les quatre cents coups,FrançoisTruffaut,"Jean-PierreLéaud, AlbertRémy, ClaireMaurier, GuyDecomble",8.1,"Crime,Drama",99min,U,1959,YAVOlu8WP1Q,https://img.youtube.com/vi/YAVOlu8WP1Q/maxresdefault.jpg,Angry
