item_id,Title,Director,Stars,IMDB,Category,Duration,Censor,Released,videoID,thumbnail,Final Emotion
228,The Blind Side,JohnLeeHancock,"QuintonAaron, SandraBullock, TimMcGraw, JaeHead",7.6,"Biography,Drama,Sport",129min,UA,2009,gvqj_Tk_kuM,https://img.youtube.com/vi/gvqj_Tk_kuM/maxresdefault.jpg,Neutral
229,En man som heter Ove,HannesHolm,"RolfLassgård, BaharPars, FilipBerg, IdaEngvoll",7.7,"Comedy,Drama,Romance",116min,PG-13,2015,oCh4iiAXuAc,https://img.youtube.com/vi/oCh4iiAXuAc/maxresdefault.jpg,Happy
230,The Hobbit: An Unexpected Journey,PeterJackson,"MartinFreeman, IanMcKellen, RichardArmitage, AndySerkis",7.8,"Adventure,Fantasy",169min,UA,2012,SDnYMbYB-nU,https://img.youtube.com/vi/SDnYMbYB-nU/maxresdefault.jpg,Happy
231,2001: A Space Odyssey,StanleyKubrick,"KeirDullea, GaryLockwood, WilliamSylvester, DanielRichter",8.3,"Adventure,Sci-Fi",149min,U,1968,oR_e9y-bka0,https://img.youtube.com/vi/oR_e9y-bka0/maxresdefault.jpg,Happy
232,The Incredibles,BradBird,"CraigT.Nelson, SamuelL.Jackson, HollyHunter, JasonLee",8,"Animation,Action,Adventure",115min,U,2004,gZk9oXCl6RA,https://img.youtube.com/vi/gZk9oXCl6RA/maxresdefault.jpg,Angry
233,The Intouchables,"OlivierNakache,",", FrançoisCluzet, OmarSy, AnneLeNy, AudreyFleurot",8.5,"Biography,Comedy,Drama",112min,UA,2011,34WIbmXkewU,https://img.youtube.com/vi/34WIbmXkewU/maxresdefault.jpg,Happy
234,La La Land,DamienChazelle,"RyanGosling, EmmaStone, RosemarieDeWitt, J.K.Simmons",8,"Comedy,Drama,Music",128min,A,2016,0pdqf4P9MB8,https://img.youtube.com/vi/0pdqf4P9MB8/maxresdefault.jpg,Happy
235,Taken,PierreMorel,"LiamNeeson, MaggieGrace, FamkeJanssen, LelandOrser",7.8,"Action,Crime,Thriller",90min,A,2008,V3kRSz7F-UI,https://img.youtube.com/vi/V3kRSz7F-UI/maxresdefault.jpg,Angry
236,Back to the Future Part II,RobertZemeckis,"MichaelJ.Fox, ChristopherLloyd, LeaThompson, TomWilson",7.8,"Adventure,Comedy,Sci-Fi",108min,U,1989,hnH-imtsL_o,https://img.youtube.com/vi/hnH-imtsL_o/maxresdefault.jpg,Happy
237,Apocalypto,MelGibson,"GerardoTaracena, RaoulMaxTrujillo, DaliaHernández, RudyYoungblood",7.8,"Action,Adventure,Drama",139min,A,2006,gj7O6rPJ-14,https://img.youtube.com/vi/gj7O6rPJ-14/maxresdefault.jpg,Angry
238,The Girl with the Dragon Tattoo,DavidFincher,"DanielCraig, RooneyMara, ChristopherPlummer, StellanSkarsgård",7.8,"Crime,Drama,Mystery",158min,(Banned),2011,DqQe3OrsMKI,https://img.youtube.com/vi/DqQe3OrsMKI/maxresdefault.jpg,Angry
239,Toy Story 4,JoshCooley,"TomHanks, TimAllen, AnniePotts, TonyHale",7.7,"Animation,Adventure,Comedy",100min,U,2019,wmiIUN-7qhE,https://img.youtube.com/vi/wmiIUN-7qhE/maxresdefault.jpg,Happy
240,Mystic River,ClintEastwood,"SeanPenn, TimRobbins, KevinBacon, EmmyRossum",7.9,"Crime,Drama,Mystery",138min,A,2003,W7NktJhrRYQ,https://img.youtube.com/vi/W7NktJhrRYQ/maxresdefault.jpg,Angry
241,Finding Nemo,"AndrewStanton,",", AlbertBrooks, EllenDeGeneres, AlexanderGould, WillemDafoe",8.2,"Animation,Adventure,Comedy",100min,U,2003,UDEGqKJVt9k,https://img.youtube.com/vi/UDEGqKJVt9k/maxresdefault.jpg,Happy
242,Psycho,AlfredHitchcock,"AnthonyPerkins, JanetLeigh, VeraMiles, JohnGavin",8.5,"Horror,Mystery,Thriller",109min,A,1960,fTyfUUJJKgc,https://img.youtube.com/vi/fTyfUUJJKgc/maxresdefault.jpg,Sad
243,Rush,RonHoward,"DanielBrühl, ChrisHemsworth, OliviaWilde, AlexandraMariaLara",8.1,"Action,Biography,Drama",123min,R,2013,crtQSTYWtqE,https://img.youtube.com/vi/crtQSTYWtqE/maxresdefault.jpg,Angry
244,The Pianist,RomanPolanski,"AdrienBrody, ThomasKretschmann, FrankFinlay, EmiliaFox",8.5,"Biography,Drama,Music",150min,13,2002,BFwGqLa_oAo,https://img.youtube.com/vi/BFwGqLa_oAo/maxresdefault.jpg,Happy
245,Room,LennyAbrahamson,"BrieLarson, JacobTremblay, SeanBridgers, WendyCrewson",8.1,"Drama,Thriller",118min,U,2015,E_Ci-pAL4eE,https://img.youtube.com/vi/E_Ci-pAL4eE/maxresdefault.jpg,Sad
246,A Star Is Born,BradleyCooper,"LadyGaga, BradleyCooper, SamElliott, GregGrunberg",7.6,"Drama,Music,Romance",136min,A,2018,5vheNbQlsyU,https://img.youtube.com/vi/5vheNbQlsyU/maxresdefault.jpg,Happy
247,The Untouchables,BrianDePalma,"KevinCostner, SeanConnery, RobertDeNiro, CharlesMartinSmith",7.9,"Crime,Drama,Thriller",119min,A,1987,2cGat1xI8G8,https://img.youtube.com/vi/2cGat1xI8G8/maxresdefault.jpg,Angry
248,Idi i smotri,ElemKlimov,"AlekseyKravchenko, OlgaMironova, LiubomirasLaucevicius, VladasBagdonas",8.4,"Drama,Thriller,War",142min,A,1985,zjIiApN6cfg,https://img.youtube.com/vi/zjIiApN6cfg/maxresdefault.jpg,Angry
249,Pride,MatthewWarchus,"BillNighy, ImeldaStaunton, DominicWest, PaddyConsidine",7.8,"Biography,Comedy,Drama",119min,R,2014,IN0CAapgP0E,https://img.youtube.com/vi/IN0CAapgP0E/maxresdefault.jpg,Happy
250,The Mitchells vs the Machines,"MichaelRianda,",", AbbiJacobson, DannyMcBride, MayaRudolph, MichaelRianda",7.6,"Animation,Adventure,Comedy",114min,13,2021,_ak5dFt8Ar0,https://img.youtube.com/vi/_ak5dFt8Ar0/maxresdefault.jpg,Happy
251,The Butterfly Effect,"EricBress,",", AshtonKutcher, AmySmart, MeloraWalters, EldenHenson",7.6,"Drama,Sci-Fi,Thriller",113min,UA,2004,8SFo7A8sD04,https://img.youtube.com/vi/8SFo7A8sD04/maxresdefault.jpg,Sad
252,Midnight in Paris,WoodyAllen,"OwenWilson, RachelMcAdams, KathyBates, KurtFuller",7.7,"Comedy,Fantasy,Romance",94min,PG-13,2011,FAfR8omt-CY,https://img.youtube.com/vi/FAfR8omt-CY/maxresdefault.jpg,Happy
253,Argo,BenAffleck,"BenAffleck, BryanCranston, JohnGoodman, AlanArkin",7.7,"Biography,Drama,Thriller",120min,A,2012,JW3WfSFgrVY,https://img.youtube.com/vi/JW3WfSFgrVY/maxresdefault.jpg,Sad
254,"Monsters, Inc.","PeteDocter,","LeeUnkrich, , BillyCrystal, JohnGoodman, MaryGibbs, SteveBuscemi",8.1,"Animation,Adventure,Comedy",92min,U,2001,BKH-MdKRBnk,https://img.youtube.com/vi/BKH-MdKRBnk/maxresdefault.jpg,Happy
255,Sin City,"FrankMiller,","RobertRodriguez, , MickeyRourke, CliveOwen, BruceWillis, JessicaAlba",8,"Crime,Thriller",124min,A,2005,5S0hmQozYm0,https://img.youtube.com/vi/5S0hmQozYm0/maxresdefault.jpg,Angry
256,Shrek,"AndrewAdamson,",", MikeMyers, EddieMurphy, CameronDiaz, JohnLithgow",7.9,"Animation,Adventure,Comedy",90min,U,2001,yoo_elSCMUw,https://img.youtube.com/vi/yoo_elSCMUw/maxresdefault.jpg,Happy
257,Inside Out,"PeteDocter,",", AmyPoehler, BillHader, LewisBlack, MindyKaling",8.2,"Animation,Adventure,Comedy",95min,U,2015,yRUAzGQ3nSY,https://img.youtube.com/vi/yRUAzGQ3nSY/maxresdefault.jpg,Happy
258,V for Vendetta,JamesMcTeigue,"HugoWeaving, NataliePortman, RupertGraves, StephenRea",8.2,"Action,Drama,Sci-Fi",132min,UA,2005,lSA7mAHolAw,https://img.youtube.com/vi/lSA7mAHolAw/maxresdefault.jpg,Angry
259,Little Miss Sunshine,"JonathanDayton,",", SteveCarell, ToniCollette, GregKinnear, AbigailBreslin",7.8,"Comedy,Drama",101min,UA,2006,wvwVkllXT80,https://img.youtube.com/vi/wvwVkllXT80/maxresdefault.jpg,Happy
260,Home Alone,ChrisColumbus,"MacaulayCulkin, JoePesci, DanielStern, JohnHeard",7.7,"Comedy,Family",103min,U,1990,5_o65q1y60M,https://img.youtube.com/vi/5_o65q1y60M/maxresdefault.jpg,Happy
261,12 Years a Slave,SteveMcQueen,"ChiwetelEjiofor, MichaelKennethWilliams, MichaelFassbender, BradPitt",8.1,"Biography,Drama,History",134min,A,2013,z02Ie8wKKRg,https://img.youtube.com/vi/z02Ie8wKKRg/maxresdefault.jpg,Neutral
262,Kick-Ass,MatthewVaughn,"AaronTaylor-Johnson, NicolasCage, ChloëGraceMoretz, GarrettM.Brown",7.6,"Action,Comedy,Crime",117min,UA,2010,fpD1hPvUv2I,https://img.youtube.com/vi/fpD1hPvUv2I/maxresdefault.jpg,Angry
263,Pans Labyrinth,GuillermodelToro,"IvanaBaquero, AriadnaGil, SergiLópez, MaribelVerdú",8.2,"Drama,Fantasy,War",118min,UA,2006,jVZRnnVSQ8k,https://img.youtube.com/vi/jVZRnnVSQ8k/maxresdefault.jpg,Angry
264,Blazing Saddles,MelBrooks,"CleavonLittle, GeneWilder, SlimPickens, HarveyKorman",7.7,"Comedy,Western",93min,A,1974,Vn8ARFrDq_w,https://img.youtube.com/vi/Vn8ARFrDq_w/maxresdefault.jpg,Happy
265,Zodiac,DavidFincher,"JakeGyllenhaal, RobertDowneyJr., MarkRuffalo, AnthonyEdwards",7.7,"Crime,Drama,Mystery",157min,UA,2007,yNncHPl1UXg,https://img.youtube.com/vi/yNncHPl1UXg/maxresdefault.jpg,Angry
266,Hell or High Water,DavidMackenzie,"ChrisPine, BenFoster, JeffBridges, GilBirmingham",7.6,"Action,Crime,Drama",102min,R,2016,zgDbp5C74sU,https://img.youtube.com/vi/zgDbp5C74sU/maxresdefault.jpg,Angry
267,Coco,"LeeUnkrich,",", AnthonyGonzalez, GaelGarcíaBernal, BenjaminBratt, AlannaUbach",8.4,"Animation,Adventure,Comedy",105min,U,2017,Tq3LW8ZQ91w,https://img.youtube.com/vi/Tq3LW8ZQ91w/maxresdefault.jpg,Happy
268,Druk,ThomasVinterberg,"MadsMikkelsen, ThomasBoLarsen, MagnusMillang, LarsRanthe",7.7,"Comedy,Drama",117min,16,2020,40X5EX6Us7c,https://img.youtube.com/vi/40X5EX6Us7c/maxresdefault.jpg,Happy
269,Marriage Story,NoahBaumbach,"AdamDriver, ScarlettJohansson, JuliaGreer, AzhyRobertson",7.9,"Drama,Romance",137min,U,2019,BHi-a1n8t7M,https://img.youtube.com/vi/BHi-a1n8t7M/maxresdefault.jpg,Happy
270,First Blood,TedKotcheff,"SylvesterStallone, BrianDennehy, RichardCrenna, BillMcKinney",7.7,"Action,Adventure,Thriller",93min,A,1982,2WnWGafCbZY,https://img.youtube.com/vi/2WnWGafCbZY/maxresdefault.jpg,Neutral
271,Kimi no na wa.,MakotoShinkai,"RyûnosukeKamiki, MoneKamishiraishi, RyôNarita, AoiYûki",8.4,"Animation,Drama,Fantasy",106min,U,2016,83DCAtLl2Yg,https://img.youtube.com/vi/83DCAtLl2Yg/maxresdefault.jpg,Neutral
272,Training Day,AntoineFuqua,"DenzelWashington, EthanHawke, ScottGlenn, TomBerenger",7.7,"Action,Crime,Drama",122min,A,2001,DXPJqRtkDP0,https://img.youtube.com/vi/DXPJqRtkDP0/maxresdefault.jpg,Angry
273,Rocky,JohnG.Avildsen,"SylvesterStallone, TaliaShire, BurtYoung, CarlWeathers",8.1,"Drama,Sport",120min,U,1976,ULEQb_l-N08,https://img.youtube.com/vi/ULEQb_l-N08/maxresdefault.jpg,Neutral
274,Big Fish,TimBurton,"EwanMcGregor, AlbertFinney, BillyCrudup, JessicaLange",8,"Adventure,Drama,Fantasy",125min,U,2003,bYara93B9qE,https://img.youtube.com/vi/bYara93B9qE/maxresdefault.jpg,Happy
275,Hot Fuzz,EdgarWright,"SimonPegg, NickFrost, MartinFreeman, BillNighy",7.8,"Action,Comedy,Mystery",121min,UA,2007,ayTnvVpj9t4,https://img.youtube.com/vi/ayTnvVpj9t4/maxresdefault.jpg,Neutral
276,L.A. Confidential,CurtisHanson,"KevinSpacey, RussellCrowe, GuyPearce, KimBasinger",8.2,"Crime,Drama,Mystery",138min,A,1997,6sOXrY5yV4g,https://img.youtube.com/vi/6sOXrY5yV4g/maxresdefault.jpg,Angry
277,Silver Linings Playbook,DavidO.Russell,"BradleyCooper, JenniferLawrence, RobertDeNiro, JackiWeaver",7.7,"Comedy,Drama,Romance",122min,A,2012,f2fu4AHxbZQ,https://img.youtube.com/vi/f2fu4AHxbZQ/maxresdefault.jpg,Happy
278,Unforgiven,ClintEastwood,"ClintEastwood, GeneHackman, MorganFreeman, RichardHarris",8.2,"Drama,Western",130min,A,1992,Ckom3gf57Yw,https://img.youtube.com/vi/Ckom3gf57Yw/maxresdefault.jpg,Neutral
279,Twelve Monkeys,TerryGilliam,"BruceWillis, MadeleineStowe, BradPitt, JosephMelito",8,"Mystery,Sci-Fi,Thriller",129min,A,1995,15s4Y9ffW_o,https://img.youtube.com/vi/15s4Y9ffW_o/maxresdefault.jpg,Sad
280,Toy Story 2,"JohnLasseter,","LeeUnkrich, , TomHanks, TimAllen, JoanCusack, KelseyGrammer",7.9,"Animation,Adventure,Comedy",92min,U,1999,9zDhiZPiQ4E,https://img.youtube.com/vi/9zDhiZPiQ4E/maxresdefault.jpg,Happy
281,(500) Days of Summer,MarcWebb,"ZooeyDeschanel, JosephGordon-Levitt, GeoffreyArend, ChloëGraceMoretz",7.7,"Comedy,Drama,Romance",95min,UA,2009,PsD0NpFSADM,https://img.youtube.com/vi/PsD0NpFSADM/maxresdefault.jpg,Happy
282,Dallas Buyers Club,Jean-MarcVallée,"MatthewMcConaughey, JenniferGarner, JaredLeto, SteveZahn",7.9,"Biography,Drama",117min,R,2013,KDvPcBeOn8E,https://img.youtube.com/vi/KDvPcBeOn8E/maxresdefault.jpg,Neutral
283,Moonrise Kingdom,WesAnderson,"JaredGilman, KaraHayward, BruceWillis, BillMurray",7.8,"Comedy,Drama,Romance",94min,A,2012,3h9Nli97Zcs,https://img.youtube.com/vi/3h9Nli97Zcs/maxresdefault.jpg,Happy
284,Lethal Weapon,RichardDonner,"MelGibson, DannyGlover, GaryBusey, MitchellRyan",7.6,"Action,Crime,Thriller",109min,A,1987,wN8h4-oyAbo,https://img.youtube.com/vi/wN8h4-oyAbo/maxresdefault.jpg,Angry
285,Up,"PeteDocter,",", EdwardAsner, JordanNagai, JohnRatzenberger, ChristopherPlummer",8.3,"Animation,Adventure,Comedy",96min,U,2009,AtVPsPct4KM,https://img.youtube.com/vi/AtVPsPct4KM/maxresdefault.jpg,Happy
286,The Others,AlejandroAmenábar,"NicoleKidman, ChristopherEccleston, FionnulaFlanagan, AlakinaMann",7.6,"Horror,Mystery,Thriller",101min,13,2001,C7pKqaPtMiA,https://img.youtube.com/vi/C7pKqaPtMiA/maxresdefault.jpg,Sad
287,"Three Billboards Outside Ebbing, Missouri",MartinMcDonagh,"FrancesMcDormand, WoodyHarrelson, SamRockwell, CalebLandryJones",8.1,"Comedy,Crime,Drama",115min,A,2017,Jit3YhGx5pU,https://img.youtube.com/vi/Jit3YhGx5pU/maxresdefault.jpg,Angry
288,Soul,"PeteDocter,",", JamieFoxx, TinaFey, GrahamNorton, RachelHouse",8,"Animation,Adventure,Comedy",100min,U,2020,CwKW-_vAl1A,https://img.youtube.com/vi/CwKW-_vAl1A/maxresdefault.jpg,Happy
289,Shaun of the Dead,EdgarWright,"SimonPegg, NickFrost, KateAshfield, LucyDavis",7.9,"Comedy,Horror",99min,UA,2004,LIfcaZ4pC-4,https://img.youtube.com/vi/LIfcaZ4pC-4/maxresdefault.jpg,Happy
290,Salinui chueok,BongJoonHo,"SongKang-ho, KimSang-kyung, Roe-haKim, Jae-hoSong",8.1,"Crime,Drama,Mystery",131min,UA,2003,0n_HQwQU8ls,https://img.youtube.com/vi/0n_HQwQU8ls/maxresdefault.jpg,Angry
291,Amadeus,MilosForman,"F.MurrayAbraham, TomHulce, ElizabethBerridge, RoyDotrice",8.4,"Biography,Drama,Music",160min,R,1984,1PHJkm_nNL8,https://img.youtube.com/vi/1PHJkm_nNL8/maxresdefault.jpg,Happy
292,Dances with Wolves,KevinCostner,"KevinCostner, MaryMcDonnell, GrahamGreene, RodneyA.Grant",8,"Adventure,Drama,Western",181min,U,1990,uc8NMbrW7mI,https://img.youtube.com/vi/uc8NMbrW7mI/maxresdefault.jpg,Happy
293,Warrior,"""GavinOConnor""","TomHardy, NickNolte, JoelEdgerton, JenniferMorrison",8.2,"Action,Drama,Sport",140min,UA,2011,RFA3ruwfLYI,https://img.youtube.com/vi/RFA3ruwfLYI/maxresdefault.jpg,Angry
294,Captain America: The Winter Soldier,"AnthonyRusso,",", ChrisEvans, SamuelL.Jackson, ScarlettJohansson, RobertRedford",7.8,"Action,Adventure,Sci-Fi",136min,UA,2014,7SlILk2WMTI,https://img.youtube.com/vi/7SlILk2WMTI/maxresdefault.jpg,Angry
295,Casablanca,MichaelCurtiz,"HumphreyBogart, IngridBergman, PaulHenreid, ClaudeRains",8.5,"Drama,Romance,War",102min,U,1942,aiBz74rkksI,https://img.youtube.com/vi/aiBz74rkksI/maxresdefault.jpg,Neutral
296,3 Idiots,RajkumarHirani,"AamirKhan, Madhavan, MonaSingh, SharmanJoshi",8.4,"Comedy,Drama",170min,UA,2009,ewvddSUEONQ,https://img.youtube.com/vi/ewvddSUEONQ/maxresdefault.jpg,Happy
297,How to Train Your Dragon,"DeanDeBlois,",", JayBaruchel, GerardButler, ChristopherMintz-Plasse, CraigFerguson",8.1,"Animation,Action,Adventure",98min,U,2010,nPmIhH775L4,https://img.youtube.com/vi/nPmIhH775L4/maxresdefault.jpg,Angry
298,Before Sunrise,RichardLinklater,"EthanHawke, JulieDelpy, AndreaEckert, HannoPöschl",8.1,"Drama,Romance",101min,16,1995,6MUcuqbGTxc,https://img.youtube.com/vi/6MUcuqbGTxc/maxresdefault.jpg,Happy
299,"Lock, Stock and Two Smoking Barrels",GuyRitchie,"JasonFlemyng, DexterFletcher, NickMoran, JasonStatham",8.2,"Action,Comedy,Crime",107min,A,1998,yrHEu-c2UFg,https://img.youtube.com/vi/yrHEu-c2UFg/maxresdefault.jpg,Angry
300,Indiana Jones and the Last Crusade,StevenSpielberg,"HarrisonFord, SeanConnery, AlisonDoody, DenholmElliott",8.2,"Action,Adventure",127min,U,1989,XqGWI0WTj24,https://img.youtube.com/vi/XqGWI0WTj24/maxresdefault.jpg,Angry
301,The Fugitive,AndrewDavis,"HarrisonFord, TommyLeeJones, SelaWard, JulianneMoore",7.8,"Action,Crime,Drama",130min,U,1993,VyqZMKboM8g,https://img.youtube.com/vi/VyqZMKboM8g/maxresdefault.jpg,Angry
302,Who Framed Roger Rabbit,RobertZemeckis,"BobHoskins, ChristopherLloyd, JoannaCassidy, CharlesFleischer",7.7,"Animation,Adventure,Comedy",104min,U,1988,gpDaNqSXxp0,https://img.youtube.com/vi/gpDaNqSXxp0/maxresdefault.jpg,Happy
303,Gone with the Wind,"VictorFleming,","SamWood, , ClarkGable, VivienLeigh, ThomasMitchell, ""BarbaraONeil""",8.2,"Drama,Romance,War",238min,U,1939,lrhNPS4nbmQ,https://img.youtube.com/vi/lrhNPS4nbmQ/maxresdefault.jpg,Neutral
304,Inside Man,SpikeLee,"DenzelWashington, CliveOwen, JodieFoster, ChristopherPlummer",7.6,"Crime,Drama,Mystery",129min,18,2006,tEkI5ARK9-o,https://img.youtube.com/vi/tEkI5ARK9-o/maxresdefault.jpg,Angry
305,Saw,JamesWan,"CaryElwes, LeighWhannell, DannyGlover, KenLeung",7.6,"Horror,Mystery,Thriller",103min,A,2004,01qhgR0WsnA,https://img.youtube.com/vi/01qhgR0WsnA/maxresdefault.jpg,Sad
306,Halloween,JohnCarpenter,"DonaldPleasence, JamieLeeCurtis, TonyMoran, NancyKyes",7.7,"Horror,Thriller",91min,A,1978,GBWi8QJjbyM,https://img.youtube.com/vi/GBWi8QJjbyM/maxresdefault.jpg,Sad
307,Gattaca,AndrewNiccol,"EthanHawke, UmaThurman, JudeLaw, GoreVidal",7.8,"Drama,Sci-Fi,Thriller",106min,UA,1997,W_KruQhfvW4,https://img.youtube.com/vi/W_KruQhfvW4/maxresdefault.jpg,Sad
308,The Deer Hunter,MichaelCimino,"RobertDeNiro, ChristopherWalken, JohnCazale, JohnSavage",8.1,"Drama,War",183min,A,1978,jHsZRFZhZAA,https://img.youtube.com/vi/jHsZRFZhZAA/maxresdefault.jpg,Angry
309,Portrait de la jeune fille en feu,CélineSciamma,"NoémieMerlant, AdèleHaenel, LuànaBajrami, ValeriaGolino",8.1,"Drama,Romance",122min,18,2019,R-fQPTwma9o,https://img.youtube.com/vi/R-fQPTwma9o/maxresdefault.jpg,Happy
310,RoboCop,PaulVerhoeven,"PeterWeller, NancyAllen, ""DanOHerlihy,"", RonnyCox",7.6,"Action,Crime,Sci-Fi",102min,UA,1987,iaeTrqdbrwk,https://img.youtube.com/vi/iaeTrqdbrwk/maxresdefault.jpg,Angry
311,Despicable Me,"PierreCoffin,",", SteveCarell, JasonSegel, RussellBrand, JulieAndrews",7.6,"Animation,Adventure,Comedy",95min,U,2010,CQb1aWSKxRM,https://img.youtube.com/vi/CQb1aWSKxRM/maxresdefault.jpg,Happy
312,Big Hero 6,"DonHall,",", RyanPotter, ScottAdsit, JamieChung, T.J.Miller",7.8,"Animation,Action,Adventure",102min,U,2014,ULgJeIuOZTg,https://img.youtube.com/vi/ULgJeIuOZTg/maxresdefault.jpg,Angry
313,Tangled,"NathanGreno,",", MandyMoore, ZacharyLevi, DonnaMurphy, RonPerlman",7.7,"Animation,Adventure,Comedy",100min,U,2010,kRXmAIHYQR4,https://img.youtube.com/vi/kRXmAIHYQR4/maxresdefault.jpg,Happy
314,Kung Fu Panda,"MarkOsborne,",", JackBlack, IanMcShane, AngelinaJolie, DustinHoffman",7.6,"Animation,Action,Adventure",92min,U,2008,e9p4Epkqv0k,https://img.youtube.com/vi/e9p4Epkqv0k/maxresdefault.jpg,Angry
315,Wo hu cang long,AngLee,"ChowYun-Fat, MichelleYeoh, ZiyiZhang, ChangChen",7.9,"Action,Adventure,Drama",120min,UA,2000,mClOxgyWLs8,https://img.youtube.com/vi/mClOxgyWLs8/maxresdefault.jpg,Angry
316,Changeling,ClintEastwood,"AngelinaJolie, ColmFeore, AmyRyan, GattlinGriffith",7.8,"Biography,Crime,Drama",141min,A,2008,PmfjureC-5I,https://img.youtube.com/vi/PmfjureC-5I/maxresdefault.jpg,Angry
317,X: First Class,MatthewVaughn,"JamesMcAvoy, MichaelFassbender, JenniferLawrence, KevinBacon",7.7,"Action,Adventure,Sci-Fi",131min,UA,2011,q0xi0XIsBBY,https://img.youtube.com/vi/q0xi0XIsBBY/maxresdefault.jpg,Angry
318,The Graduate,MikeNichols,"DustinHoffman, AnneBancroft, KatharineRoss, WilliamDaniels",8,"Comedy,Drama,Romance",106min,A,1967,VhivTiLY8IA,https://img.youtube.com/vi/VhivTiLY8IA/maxresdefault.jpg,Happy
319,The Last of the Mohicans,MichaelMann,"DanielDay-Lewis, MadeleineStowe, RussellMeans, EricSchweig",7.7,"Action,Adventure,Drama",112min,UA,1992,vMO1YoWxib4,https://img.youtube.com/vi/vMO1YoWxib4/maxresdefault.jpg,Angry
320,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,StanleyKubrick,"PeterSellers, GeorgeC.Scott, SterlingHayden, KeenanWynn",8.4,"Comedy,War",95min,A,1964,jPU1AYTxwg4,https://img.youtube.com/vi/jPU1AYTxwg4/maxresdefault.jpg,Neutral
321,X-Men: Days of Future Past,BryanSinger,"PatrickStewart, IanMcKellen, HughJackman, JamesMcAvoy",7.9,"Action,Adventure,Sci-Fi",132min,UA,2014,pK2zYHWDZKo,https://img.youtube.com/vi/pK2zYHWDZKo/maxresdefault.jpg,Angry
322,The Wild Bunch,SamPeckinpah,"WilliamHolden, ErnestBorgnine, RobertRyan, ""EdmondOBrien""",7.9,"Action,Adventure,Western",145min,A,1969,CYP38A-nwLY,https://img.youtube.com/vi/CYP38A-nwLY/maxresdefault.jpg,Angry
323,Slumdog Millionaire,"DannyBoyle,",", DevPatel, FreidaPinto, SaurabhShukla, AnilKapoor",8,"Drama,Romance",120min,UA,2008,vI-lAIY2Iok,https://img.youtube.com/vi/vI-lAIY2Iok/maxresdefault.jpg,Happy
324,Toy Story 3,LeeUnkrich,"TomHanks, TimAllen, JoanCusack, NedBeatty",8.3,"Animation,Adventure,Comedy",103min,U,2010,YfduDq5gLnE,https://img.youtube.com/vi/YfduDq5gLnE/maxresdefault.jpg,Happy
325,Children of Men,AlfonsoCuarón,"JulianneMoore, CliveOwen, ChiwetelEjiofor, MichaelCaine",7.9,"Action,Drama,Sci-Fi",109min,A,2006,2VT2apoX90o,https://img.youtube.com/vi/2VT2apoX90o/maxresdefault.jpg,Angry
326,Apollo 13,RonHoward,"TomHanks, BillPaxton, KevinBacon, GarySinise",7.7,"Adventure,Drama,History",140min,U,1995,YwG4F-16Tno,https://img.youtube.com/vi/YwG4F-16Tno/maxresdefault.jpg,Happy
327,The Lives of Others,FlorianHenckelvonDonnersmarck,"UlrichMühe, MartinaGedeck, SebastianKoch, UlrichTukur",8.4,"Drama,Mystery,Thriller",137min,A,2006,YsShZNHmpGE,https://img.youtube.com/vi/YsShZNHmpGE/maxresdefault.jpg,Sad
328,Man on Fire,TonyScott,"DenzelWashington, ChristopherWalken, DakotaFanning, RadhaMitchell",7.7,"Action,Crime,Drama",146min,UA,2004,eDDh50B6kA4,https://img.youtube.com/vi/eDDh50B6kA4/maxresdefault.jpg,Angry
329,The Boondock Saints,TroyDuffy,"WillemDafoe, SeanPatrickFlanery, NormanReedus, DavidDellaRocco",7.7,"Action,Thriller",108min,A,1999,4wNVTcBGNDU,https://img.youtube.com/vi/4wNVTcBGNDU/maxresdefault.jpg,Angry
330,Aladdin,"RonClements,",", ScottWeinger, RobinWilliams, LindaLarkin, JonathanFreeman",8,"Animation,Adventure,Comedy",90min,U,1992,ADJLxlWiBiY,https://img.youtube.com/vi/ADJLxlWiBiY/maxresdefault.jpg,Happy
331,Lawrence of Arabia,DavidLean,"""PeterOToole,"", AlecGuinness, AnthonyQuinn, JackHawkins",8.3,"Adventure,Biography,Drama",218min,U,1962,YNwl6ibo4lM,https://img.youtube.com/vi/YNwl6ibo4lM/maxresdefault.jpg,Happy
332,Spotlight,TomMcCarthy,"MarkRuffalo, MichaelKeaton, RachelMcAdams, LievSchreiber",8.1,"Biography,Crime,Drama",129min,A,2015,EwdCIpbTN5g,https://img.youtube.com/vi/EwdCIpbTN5g/maxresdefault.jpg,Angry
333,Dark Waters,ToddHaynes,"MarkRuffalo, AnneHathaway, TimRobbins, BillPullman",7.6,"Biography,Drama,History",126min,PG-13,2019,XMK0BMRF0jM,https://img.youtube.com/vi/XMK0BMRF0jM/maxresdefault.jpg,Neutral
334,American Gangster,RidleyScott,"DenzelWashington, RussellCrowe, ChiwetelEjiofor, JoshBrolin",7.8,"Biography,Crime,Drama",157min,A,2007,BV_nssS6Zkg,https://img.youtube.com/vi/BV_nssS6Zkg/maxresdefault.jpg,Angry
