Song_id,Song,Singer,Genre,Album,User-Rating,Emotion,videoID,Thumbnail
499,Likhe Jo Khat Tujhe,Mohammed Rafi,BollywoodDance,Kanyadaan,9.2,Happy,3wGLsjgTx4c,https://img.youtube.com/vi/3wGLsjgTx4c/maxresdefault.jpg
500,Jhanjariya,Abhijeet,BollywoodDance,Krishna,9,Happy,6C34aCdjJtM,https://img.youtube.com/vi/6C34aCdjJtM/maxresdefault.jpg
501,O Saathi Re Tere Bina,"Anjaan, Kishore Kumar",BollywoodSad,Muqaddar Ka Sikandar,8.4,Sad,Wy6ec9YTO8g,https://img.youtube.com/vi/Wy6ec9YTO8g/maxresdefault.jpg
502,Tare Hain Barati,"Jaspinder Narula, Kumar Sanu",BollywoodDance,Virasat,8.9,Happy,FNMBdzatxxQ,https://img.youtube.com/vi/FNMBdzatxxQ/maxresdefault.jpg
503,Tu Zaroorat Nahi Tu Zaroori Hai,"Gandharv Sachdev, Shreya Ghoshal",BollywoodSad,Fuddu,9,Sad,5_u7CHkFZYk,https://img.youtube.com/vi/5_u7CHkFZYk/maxresdefault.jpg
504,Iski Uski,"Akriti Kakar, Shahid Mallya",BollywoodDance,2 States,9.1,Happy,xQMMBANbcdQ,https://img.youtube.com/vi/xQMMBANbcdQ/maxresdefault.jpg
505,Chote Chote Bhaiyon Ke Bade Bhaiya,"Kavita Krishnamurthy, Kumar Sanu, Udit Narayan",BollywoodDance,Hum Saath-Saath Hain,8.1,Happy,caEfgyFv4SM,https://img.youtube.com/vi/caEfgyFv4SM/maxresdefault.jpg
506,Saiyaan Superstar,Tulsi Kumar,BollywoodDance,Ek Paheli Leela,8.9,Happy,R6iovtWNKo4,https://img.youtube.com/vi/R6iovtWNKo4/maxresdefault.jpg
507,Every Night & Day,"Himesh Reshammiya, Iulia Vantur",BollywoodDance,Aap Se Mausiiquii,9.4,Happy,3gK_2XdjOdY,https://img.youtube.com/vi/3gK_2XdjOdY/maxresdefault.jpg
508,Photocopy,"Himesh Reshammiya, Keerthi Sagathia, Palak Muchhal",BollywoodDance,Jai Ho,8.7,Happy,BgWWJfsTIhA,https://img.youtube.com/vi/BgWWJfsTIhA/maxresdefault.jpg
509,Dil Tu Hi Bataa,"Alisha Chinai, Zubeen Garg",BollywoodRomantic,Krrish 3,8.5,Happy,mlLxDaBSU8k,https://img.youtube.com/vi/mlLxDaBSU8k/maxresdefault.jpg
510,Beech Beech Mein,"Arijit Singh, Shalmali Kholgade, Shefali Alvares",BollywoodDance,Jab Harry Met Sejal,9.2,Happy,BrUWS0RLKjA,https://img.youtube.com/vi/BrUWS0RLKjA/maxresdefault.jpg
511,Aakhon Aakhon,Yo Yo Honey Singh,BollywoodDance,Bhaag Johnny,9.4,Happy,#NAME?,https://img.youtube.com/vi/-Al-S1uishM/maxresdefault.jpg
512,Kabhi Alvida Naa Kehna Title Track,"Alka Yagnik, Sonu Nigam",BollywoodSad,Kabhi Alvida Naa Kehna,9.4,Sad,O8fIwHfZz2E,https://img.youtube.com/vi/O8fIwHfZz2E/maxresdefault.jpg
513,All Izz Well,"Shaan, Sonu Nigam, Swanand Kirkire",BollywoodDance,3 Idiots,8.1,Happy,7PzwOiW8-n0,https://img.youtube.com/vi/7PzwOiW8-n0/maxresdefault.jpg
514,Chandralekha,"Jonita Gandhi, Vishal Dadlani",BollywoodDance,A Gentleman,9.2,Happy,OWBpbMLAhd4,https://img.youtube.com/vi/OWBpbMLAhd4/maxresdefault.jpg
515,Mitwa,"Caralisa Monteiro, Shafqat Amanat Ali, Shankar Ehsaan Loy, Shankar Mahadevan",BollywoodDance,Kabhi Alvida Naa Kehna,9.5,Happy,ru_5PA8cwkE,https://img.youtube.com/vi/ru_5PA8cwkE/maxresdefault.jpg
516,Baat Ban Jaaye,"Priya Saraiya, Siddharth Basrur",BollywoodRomantic,A Gentleman,8.8,Happy,iDjEtQYeRR4,https://img.youtube.com/vi/iDjEtQYeRR4/maxresdefault.jpg
517,Oye Hichki,Harshdeep Kaur,BollywoodDance,Hichki,8.7,Happy,Ka8QsMQY4go,https://img.youtube.com/vi/Ka8QsMQY4go/maxresdefault.jpg
518,Lagdi Hai Thaai,"Guru Randhawa, Jonita Gandhi",BollywoodDance,Simran,9.2,Happy,UJcnSxGM5V0,https://img.youtube.com/vi/UJcnSxGM5V0/maxresdefault.jpg
519,Ishq Chadha Hai,Darshan Raval,BollywoodRomantic,Single,9.7,Happy,z3t4Ylb_e30,https://img.youtube.com/vi/z3t4Ylb_e30/maxresdefault.jpg
520,Bandeya,Arijit Singh,BollywoodSad,Dil Juunglee,9.6,Sad,4ppPfiNnPio,https://img.youtube.com/vi/4ppPfiNnPio/maxresdefault.jpg
521,Love Mera Hit Hit,"Neeraj Shridhar, Tulsi Kumar",BollywoodDance,Billu,9.3,Happy,QwnJJXyrZhw,https://img.youtube.com/vi/QwnJJXyrZhw/maxresdefault.jpg
522,Ishq Da Sutta,"Jasmine Sandlas, Meet Bros",BollywoodDance,One Night Stand,9,Happy,1MdoqnlRjCQ,https://img.youtube.com/vi/1MdoqnlRjCQ/maxresdefault.jpg
523,Zindagi Kuch Toh Bata,Jubin Nautiyal,Bollywood,Bajrangi Bhaijaan,9.4,Neutral,ITyHqStTDeg,https://img.youtube.com/vi/ITyHqStTDeg/maxresdefault.jpg
524,Haareya,Arijit Singh,BollywoodRomantic,Meri Pyaari Bindu,9.6,Happy,TyMUY2CDrjc,https://img.youtube.com/vi/TyMUY2CDrjc/maxresdefault.jpg
525,Patthar Ke Sanam,Mohammed Rafi,BollywoodSad,Patthar Ke Sanam,8.8,Sad,OOA9JxOPzrE,https://img.youtube.com/vi/OOA9JxOPzrE/maxresdefault.jpg
526,The Medley,"Lata Mangeshkar, Pamela Chopra, Sonu Nigam, Udit Narayan",BollywoodDance,Mujhse Dosti Karoge!,9,Happy,q4R2xRnN89A,https://img.youtube.com/vi/q4R2xRnN89A/maxresdefault.jpg
527,Raghupati Raghav,"Bob, Monali Thakur, Neeraj Shridhar",BollywoodDance,Krrish 3,9.1,Happy,UVWB9UHpXzY,https://img.youtube.com/vi/UVWB9UHpXzY/maxresdefault.jpg
528,The Padman Song,Mika Singh,BollywoodDance,Padman,9.3,Happy,NFsEqOBG51M,https://img.youtube.com/vi/NFsEqOBG51M/maxresdefault.jpg
529,Go Pagal,"Nindy Kaur, Raftaar",BollywoodDance,Jolly LLB 2,8.6,Happy,iFARFbekNl8,https://img.youtube.com/vi/iFARFbekNl8/maxresdefault.jpg
530,Sadi Gali,Lehmber Hussainpuri,BollywoodDance,Tanu Weds Manu,9,Happy,7x414MZHHXE,https://img.youtube.com/vi/7x414MZHHXE/maxresdefault.jpg
531,Daiya Daiya Daiya Re,Alka Yagnik,BollywoodRomantic,Dil Ka Rishta,8.9,Happy,C5yA0REgx1Q,https://img.youtube.com/vi/C5yA0REgx1Q/maxresdefault.jpg
532,Challa,Rabbi Shergill,BollywoodDance,Jab Tak Hai Jaan,9.4,Happy,9a4izd3Rvdw,https://img.youtube.com/vi/9a4izd3Rvdw/maxresdefault.jpg
533,Thoda Aur,"Arijit Singh, Palak Muchhal",BollywoodRomantic,Ranchi Diaries,9.5,Happy,Y_PHGEKKP-Q,https://img.youtube.com/vi/Y_PHGEKKP-Q/maxresdefault.jpg
534,Sexy Baby Girl,"Lil Golu, Swati Sharma",BollywoodDance,Tera Intezaar,8.9,Happy,i2ccvFIPx1A,https://img.youtube.com/vi/i2ccvFIPx1A/maxresdefault.jpg
535,Ek Dilruba Hai,Udit Narayan,BollywoodRomantic,Bewafaa,8.9,Happy,#NAME?,https://img.youtube.com/vi/-UgrS_B53Yc/maxresdefault.jpg
536,Tu Pyar Hai Kisi Aur Ka,"Anuradha Paudwal, Kumar Sanu",BollywoodSad,Dil Hai Ke Manta Nahin,9.1,Sad,U0qBRoeQa-g,https://img.youtube.com/vi/U0qBRoeQa-g/maxresdefault.jpg
537,Aata Majhi Satakli,"Mamta Sharma, Nitu Choudhry, Yo Yo Honey Singh",BollywoodDance,Singham Returns,7.9,Happy,M3KqzpP6Ej0,https://img.youtube.com/vi/M3KqzpP6Ej0/maxresdefault.jpg
538,Ishq Bulaava,Sanam Puri,BollywoodRomantic,Hasee Toh Phasee,9.8,Happy,c2gSzYLJ8sY,https://img.youtube.com/vi/c2gSzYLJ8sY/maxresdefault.jpg
539,Thug Le,"Sweta Pandit, Vishal Dadlani",BollywoodDance,Ladies Vs Ricky Bahl,9.4,Happy,LEYXdZ_rVbo,https://img.youtube.com/vi/LEYXdZ_rVbo/maxresdefault.jpg
540,Hum Mar Jayenge,"Arijit Singh, Tulsi Kumar",BollywoodSad,Aashiqui 2,9.2,Sad,krJsyb_yf7A,https://img.youtube.com/vi/krJsyb_yf7A/maxresdefault.jpg
541,Madamji Go Easy,"Benny Dayal, David Klyton",BollywoodDance,Hichki,8.9,Happy,R2RAtPxHcoA,https://img.youtube.com/vi/R2RAtPxHcoA/maxresdefault.jpg
542,Tu Dharti Pe Chaahe Jahan Bhi,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Jeet,8.6,Happy,wuKIZxaRnG8,https://img.youtube.com/vi/wuKIZxaRnG8/maxresdefault.jpg
543,Sandese Aate Hain,"Roop Kumar Rathod, Sonu Nigam",BollywoodPatriotic,Border,9.1,Neutral,r1ROL0Jzgg0,https://img.youtube.com/vi/r1ROL0Jzgg0/maxresdefault.jpg
544,Tenu Le Ke,"Mahalakshmi Iyer, Sonu Nigam",BollywoodDance,Salaam-E-Ishq,9.4,Happy,U_Eqj9pGbcM,https://img.youtube.com/vi/U_Eqj9pGbcM/maxresdefault.jpg
545,Pehli Nazar Mein,Atif Aslam,BollywoodRomantic,Race,9.5,Happy,BadBAMnPX0I,https://img.youtube.com/vi/BadBAMnPX0I/maxresdefault.jpg
546,I Wanna Tera Ishq,"Shivangi Bhayana, Shivranjani Singh",BollywoodDance,Great Grand Masti,9.2,Happy,NHS0LXB92LE,https://img.youtube.com/vi/NHS0LXB92LE/maxresdefault.jpg
547,Nimbooda Nimbooda,"Ismail Darbar, Kavita Krishnamurthy",BollywoodDance,Hum Dil De Chuke Sanam,8.7,Happy,YLsIl0G0qlM,https://img.youtube.com/vi/YLsIl0G0qlM/maxresdefault.jpg
548,Tera Rang Balle Balle,"Jaspinder Narula, Sonu Nigam",BollywoodDance,Soldier,8.5,Happy,hFznkk1LI6Q,https://img.youtube.com/vi/hFznkk1LI6Q/maxresdefault.jpg
549,Dil Laga Na,"Jolly Mukherjee, Mahalaxmi Iyer, Soham Chakrabarthy, Sukhbir, Suzanne D'Mello",BollywoodDance,Dhoom 2,9.2,Happy,gavPKwaMFyc,https://img.youtube.com/vi/gavPKwaMFyc/maxresdefault.jpg
550,Naina Banjare,Arijit Singh,BollywoodRomantic,Pataakha,9.7,Happy,Sc90cLAkO1k,https://img.youtube.com/vi/Sc90cLAkO1k/maxresdefault.jpg
551,Yadaan Teriyaan,Rahat Fateh Ali Khan,Bollywood,Hero,9.4,Neutral,8vDbfCeOdN8,https://img.youtube.com/vi/8vDbfCeOdN8/maxresdefault.jpg
552,Asalaam-E-Ishqum,"Bappi Lahiri, Neha Bhasin",BollywoodDance,Gunday,9.3,Happy,BGU3FkUGH0M,https://img.youtube.com/vi/BGU3FkUGH0M/maxresdefault.jpg
553,Nadaan Parindey,A.R. Rahman,BollywoodSad,Rockstar,9.5,Sad,ttIKsnxPrMY,https://img.youtube.com/vi/ttIKsnxPrMY/maxresdefault.jpg
554,You Are My Soniya,"Alka Yagnik, Sonu Nigam",BollywoodDance,Kabhi Khushi Kabhie Gham,9.4,Happy,DwUgoUhgzLo,https://img.youtube.com/vi/DwUgoUhgzLo/maxresdefault.jpg
555,Aaja Nachle,Sunidhi Chauhan,BollywoodDance,Aaja Nachle,9.1,Happy,MP4F0ZcW_G0,https://img.youtube.com/vi/MP4F0ZcW_G0/maxresdefault.jpg
556,Piya O Re Piya,"Atif Aslam, Shreya Ghoshal",BollywoodRomantic,Tere Naal Love Ho Gaya,9.6,Happy,u-FaTNxrWhw,https://img.youtube.com/vi/u-FaTNxrWhw/maxresdefault.jpg
557,Halka Halka,"Ram Sampath, Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Raees,9.5,Happy,nZhLM-FeV9A,https://img.youtube.com/vi/nZhLM-FeV9A/maxresdefault.jpg
558,Peh Gaya Khalara,"Akanksha Bhandari, Akasa Singh, Divya Kumar, Jasleen Royal",BollywoodDance,Fukrey Returns,9.4,Happy,pXs2MEuHFj0,https://img.youtube.com/vi/pXs2MEuHFj0/maxresdefault.jpg
559,Malang,"Shilpa Rao, Siddharth Mahadevan",BollywoodDance,Dhoom 3,9.1,Happy,KBIq11mNB0I,https://img.youtube.com/vi/KBIq11mNB0I/maxresdefault.jpg
560,Kuch Kuch Hota Hai,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Kuch Kuch Hota Hai,9.2,Happy,S9DsCP9Th7Y,https://img.youtube.com/vi/S9DsCP9Th7Y/maxresdefault.jpg
561,Tay Hai,Ankit Tiwari,BollywoodSad,Rustom,9.6,Sad,HzkJ7sYh39g,https://img.youtube.com/vi/HzkJ7sYh39g/maxresdefault.jpg
562,Usire Usire,"Shaan, Shreya Ghoshal",BollywoodRomantic,Hebbuli,8.7,Happy,ObydPjLF4iM,https://img.youtube.com/vi/ObydPjLF4iM/maxresdefault.jpg
563,Papa Mere Papa,"Baby Aparna, Shreya Ghoshal, Sonu Nigam",Bollywood,Main Aisa Hi Hoon,7.9,Neutral,bhRswBsogNw,https://img.youtube.com/vi/bhRswBsogNw/maxresdefault.jpg
564,Go Go Govinda (Reprise),"Aaman Trikha, Shreya Ghoshal",BollywoodDance,OMG Oh My God!,8.7,Happy,H9ySOP8PYEI,https://img.youtube.com/vi/H9ySOP8PYEI/maxresdefault.jpg
565,Go Go Govinda,"Aman Trikha, Shreya Ghoshal",BollywoodDance,OMG Oh My God!,8.7,Happy,H9ySOP8PYEI,https://img.youtube.com/vi/H9ySOP8PYEI/maxresdefault.jpg
566,Tu Mujhe Kabool,"Kavita Krishnamurthy, Mohammad Aziz",BollywoodDance,Khuda Gawah,8.1,Happy,kiduOidrIZs,https://img.youtube.com/vi/kiduOidrIZs/maxresdefault.jpg
567,Hori Khele Raghuveera,"Alka Yagnik, Amitabh Bachchan, Sukhwinder Singh, Udit Narayan",BollywoodDance,Baghban,8.2,Happy,87FYp3YLEBM,https://img.youtube.com/vi/87FYp3YLEBM/maxresdefault.jpg
568,Aap Ka Aana Dil Dhadkana,"Alka Yagnik, Kumar Sanu",BollywoodDance,Kurukshetra,8.9,Happy,TSLoxPNjoi4,https://img.youtube.com/vi/TSLoxPNjoi4/maxresdefault.jpg
569,Love Tujhe Love Main Karta,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Barsaat,8.9,Happy,wrlhJlCqXjs,https://img.youtube.com/vi/wrlhJlCqXjs/maxresdefault.jpg
570,Just Go to Hell Dil,"Amit Trivedi, Sunidhi Chauhan",BollywoodSad,Dear Zindagi,9.6,Sad,Gl5wBrNuxx4,https://img.youtube.com/vi/Gl5wBrNuxx4/maxresdefault.jpg
571,Party All Night,Yo Yo Honey Singh,BollywoodDance,Boss,9,Happy,_YqzZWXkoq0,https://img.youtube.com/vi/_YqzZWXkoq0/maxresdefault.jpg
572,Talli Tonight,"Deep Money, Meet Bros, Mellow D, Neha Kakkar",BollywoodDance,Veerey Ki Wedding,9.3,Happy,RBC5w_RcAk0,https://img.youtube.com/vi/RBC5w_RcAk0/maxresdefault.jpg
573,Darasal,Atif Aslam,BollywoodRomantic,Raabta,9.6,Happy,uCMYzolEbO0,https://img.youtube.com/vi/uCMYzolEbO0/maxresdefault.jpg
574,Mauja Hi Mauja,Mika Singh,BollywoodDance,Jab We Met,9.3,Happy,PaDaoNnOQaM,https://img.youtube.com/vi/PaDaoNnOQaM/maxresdefault.jpg
575,Dhokha Dhadi,Arijit Singh,BollywoodRomantic,R... Rajkumar,9.3,Happy,hrcICKdEkYQ,https://img.youtube.com/vi/hrcICKdEkYQ/maxresdefault.jpg
576,Dhoom Machale Dhoom,Aditi Singh Sharma,BollywoodDance,Dhoom 3,9.3,Happy,2uUmHTgT65I,https://img.youtube.com/vi/2uUmHTgT65I/maxresdefault.jpg
577,Ikk Kudi,Diljit Dosanjh,BollywoodRomantic,Udta Punjab,9.5,Happy,cyKZXbxx2lc,https://img.youtube.com/vi/cyKZXbxx2lc/maxresdefault.jpg
578,Jhalak Dikhla Ja,Himesh Reshammiya,BollywoodDance,Aksar,8.9,Happy,vnlk8V-q0oU,https://img.youtube.com/vi/vnlk8V-q0oU/maxresdefault.jpg
579,Baby Doll,"Anjjan, Kanika Kapoor, Meet Bros",BollywoodDance,Ragini MMS 2,8.8,Happy,yP9KiFTyBks,https://img.youtube.com/vi/yP9KiFTyBks/maxresdefault.jpg
580,Laila O Laila,"Amit Kumar, Kanchan",BollywoodDance,Qurbani,8.8,Happy,yYCFYoP7-OI,https://img.youtube.com/vi/yYCFYoP7-OI/maxresdefault.jpg
581,Jaane De,Atif Aslam,Bollywood,Qarib Qarib Singlle,9.6,Neutral,TWfzLpR3Q_E,https://img.youtube.com/vi/TWfzLpR3Q_E/maxresdefault.jpg
582,Dilli Wali Girlfriend,"Arijit Singh, Sunidhi Chauhan",BollywoodDance,Yeh Jawaani Hai Deewani,9.2,Happy,1cDoRqPnCXU,https://img.youtube.com/vi/1cDoRqPnCXU/maxresdefault.jpg
583,Mar Jaayen,Atif Aslam,BollywoodSad,Loveshhuda,9.7,Sad,fVZuAgPJuW4,https://img.youtube.com/vi/fVZuAgPJuW4/maxresdefault.jpg
584,I Love My India,"Hariharan, Kavita Krishnamurthy",BollywoodDance,Pardes,8.6,Happy,VHQ0w-9ITBI,https://img.youtube.com/vi/VHQ0w-9ITBI/maxresdefault.jpg
585,O Sahiba O Sahiba,"Kavita Krishnamurthy, Sonu Nigam",BollywoodSad,Dil Hai Tumhaara,8.7,Sad,sWSs7w7MXYc,https://img.youtube.com/vi/sWSs7w7MXYc/maxresdefault.jpg
586,O Saaki Saaki,"Sukhwinder Singh, Sunidhi Chauhan",BollywoodDance,Musafir,9.2,Happy,_uUdJalMaF8,https://img.youtube.com/vi/_uUdJalMaF8/maxresdefault.jpg
587,Satakli,Sukhwinder Singh,BollywoodDance,Happy New Year,9.2,Happy,tsN9vouq-nk,https://img.youtube.com/vi/tsN9vouq-nk/maxresdefault.jpg
588,Kashmir Main Tu Kanyakumari,"Arijit Singh, Neeti Mohan, Sunidhi Chauhan",BollywoodDance,Chennai Express,9.3,Happy,dodDteh-m3Q,https://img.youtube.com/vi/dodDteh-m3Q/maxresdefault.jpg
589,Kaala Doreya,Neha Bhasin,Bollywood,Kaalakaandi,9.3,Neutral,Oyj4C7TvBXo,https://img.youtube.com/vi/Oyj4C7TvBXo/maxresdefault.jpg
590,Raabta,"Arijit Singh, Hamsika, Joi",BollywoodRomantic,Agent Vinod,9.5,Happy,zAU_rsoS5ok,https://img.youtube.com/vi/zAU_rsoS5ok/maxresdefault.jpg
591,Vele,"Shekhar Ravjiani, Vishal Dadlani",BollywoodDance,Student of the Year,9.5,Happy,kNlY7VKDdno,https://img.youtube.com/vi/kNlY7VKDdno/maxresdefault.jpg
592,440 Volt,Mika Singh,BollywoodDance,Sultan,8.9,Happy,I3IyUUXTu1c,https://img.youtube.com/vi/I3IyUUXTu1c/maxresdefault.jpg
593,Aapka Kya Hoga,"Arun Ingle, Mika Singh, Sajid Khan, Shankar Mahadevan, Sunidhi Chauhan",BollywoodDance,Housefull,9.1,Happy,H8Uc7nWSQBo,https://img.youtube.com/vi/H8Uc7nWSQBo/maxresdefault.jpg
594,Tere Ishq Mein Naachenge,"Alisha Chinai, Kumar Sanu, Sapna Mukharji",BollywoodDance,Raja Hindustani,8.7,Happy,Y6eCpN3jZ_0,https://img.youtube.com/vi/Y6eCpN3jZ_0/maxresdefault.jpg
595,Kisi Ki Muskurahaton Se,Mukesh,BollywoodDance,Anari,9.6,Happy,69pPYkGiEAQ,https://img.youtube.com/vi/69pPYkGiEAQ/maxresdefault.jpg
596,Bawara Mann,"Jubin Nautiyal, Neeti Mohan",BollywoodRomantic,Jolly LLB 2,9.3,Happy,EwIljm4gFoE,https://img.youtube.com/vi/EwIljm4gFoE/maxresdefault.jpg
597,Tere Bina (Guru),"A.R. Rahman, Chinmaye, Murtuza Khan, Qadir Khan",BollywoodDance,Guru,9.6,Happy,9JDSGhhiOwI,https://img.youtube.com/vi/9JDSGhhiOwI/maxresdefault.jpg
598,Itna Sannata Kyun Hai,"Aditi Singh Sharma, Amit Mishra",BollywoodDance,Golmaal Again,8.7,Happy,OEs7QeAbJ-c,https://img.youtube.com/vi/OEs7QeAbJ-c/maxresdefault.jpg
599,Desi Look,Kanika Kapoor,BollywoodDance,Ek Paheli Leela,8.7,Happy,53JF_3tjrqU,https://img.youtube.com/vi/53JF_3tjrqU/maxresdefault.jpg
600,Chamakti Shaam Hai,"Alka Yagnik, Sonu Nigam",BollywoodDance,Yaadein,8.9,Happy,F3KP5ae1Eso,https://img.youtube.com/vi/F3KP5ae1Eso/maxresdefault.jpg
601,Sarsariya,"Shashaa Tirupati, Shashwat Singh",BollywoodRomantic,Mohenjo Daro,9.2,Happy,ljBK-wMUhzU,https://img.youtube.com/vi/ljBK-wMUhzU/maxresdefault.jpg
602,Kandhon Se Milte Hain Kandhe,"Hariharan, Kunal Ganjawala, Roop Kumar Rathod, Shankar Mahadevan, Sonu Nigam, Vijay Prakash",BollywoodPatriotic,Lakshya,9.5,Neutral,s_-tthrE0Hg,https://img.youtube.com/vi/s_-tthrE0Hg/maxresdefault.jpg
603,Deewangi Deewangi,"Rahul Saxena, Shaan, Shreya Ghoshal, Sunidhi Chauhan, Udit Narayan",BollywoodDance,Om Shanti Om,9.3,Happy,VzLG6OqOcn8,https://img.youtube.com/vi/VzLG6OqOcn8/maxresdefault.jpg
604,Tareefan Remix,Badshah,BollywoodDance,Veere Di Wedding,9.3,Happy,aqBiJNADG6Y,https://img.youtube.com/vi/aqBiJNADG6Y/maxresdefault.jpg
605,Samjhawan,"Arijit Singh, Shreya Ghoshal",BollywoodSad,Humpty Sharma Ki Dulhania,9.4,Sad,H2f7MZaw3Yo,https://img.youtube.com/vi/H2f7MZaw3Yo/maxresdefault.jpg
606,Bam Lahiri,Kailash Kher,BollywoodDance,Shor in the City,9.3,Happy,Tn3fQz9kZzc,https://img.youtube.com/vi/Tn3fQz9kZzc/maxresdefault.jpg
607,Chicken Kuk Doo Koo,"Mohit Chauhan, Palak Muchhal",BollywoodDance,Bajrangi Bhaijaan,8.9,Happy,u8ZyDV7DXW8,https://img.youtube.com/vi/u8ZyDV7DXW8/maxresdefault.jpg
608,Dhating Naach,"Nakash Aziz, Neha Kakkar",BollywoodDance,Phata Poster Nikhla Hero,9.2,Happy,NBw5Gdmb1Pg,https://img.youtube.com/vi/NBw5Gdmb1Pg/maxresdefault.jpg
609,Tu Itni Khoobsurat Hai,Rahat Fateh Ali Khan,BollywoodSad,Barkhaa,9.5,Sad,PKIlSv9yMTY,https://img.youtube.com/vi/PKIlSv9yMTY/maxresdefault.jpg
610,O Priya Priya,"Anuradha Paudwal, Shabbir Kumar",BollywoodSad,Dil,7.6,Sad,w2JPMsqI1jk,https://img.youtube.com/vi/w2JPMsqI1jk/maxresdefault.jpg
611,Manchala,"Nupur Pant, Shafqat Amanat Ali",BollywoodSad,Hasee Toh Phasee,9.6,Sad,NobzfIebbrE,https://img.youtube.com/vi/NobzfIebbrE/maxresdefault.jpg
612,Lukka Chuppi,"A.R. Rahman, Lata Mangeshkar",BollywoodSad,Rang De Basanti,9.7,Sad,_ikZtcgAMxo,https://img.youtube.com/vi/_ikZtcgAMxo/maxresdefault.jpg
613,Prem Leela,"Aaman Trikha, Vineet Singh",BollywoodDance,Prem Ratan Dhan Payo,8,Happy,QDHsMmOvrN0,https://img.youtube.com/vi/QDHsMmOvrN0/maxresdefault.jpg
614,Khuda Jaane,"K.K., Shilpa Rao",BollywoodRomantic,Bachna Ae Haseeno,9.4,Happy,cmMiyZaSELo,https://img.youtube.com/vi/cmMiyZaSELo/maxresdefault.jpg
615,Premika,"Benny Dayal, Kanika Kapoor",BollywoodDance,Dilwale,9.5,Happy,VjgMSfcoBfk,https://img.youtube.com/vi/VjgMSfcoBfk/maxresdefault.jpg
616,Tera Mujhse Hai Pehle Ka Naata Koi,"Kishore Kumar, Sushma Shrestha",BollywoodRomantic,Aa Gale Lag Jaa,9.2,Happy,3IF9o2crV84,https://img.youtube.com/vi/3IF9o2crV84/maxresdefault.jpg
617,Character Dheela,"Amrita Kak, Neeraj Shridhar",BollywoodDance,Ready,9.3,Happy,ruEQPQX90fI,https://img.youtube.com/vi/ruEQPQX90fI/maxresdefault.jpg
618,Munni Badnam Hui,"Aishwarya, Mamta Sharma",BollywoodDance,Dabangg,8.8,Happy,Jn5hsfbhWx4,https://img.youtube.com/vi/Jn5hsfbhWx4/maxresdefault.jpg
619,Saadda Haq,Mohit Chauhan,BollywoodDance,Rockstar,9.4,Happy,QTQVG5rSMkQ,https://img.youtube.com/vi/QTQVG5rSMkQ/maxresdefault.jpg
620,Rehnuma,"Inder Bawra, Shreya Ghoshal",BollywoodSad,Rocky Handsome,9.5,Sad,6Ss2Ga7A0TA,https://img.youtube.com/vi/6Ss2Ga7A0TA/maxresdefault.jpg
621,Ilahi,Arijit Singh,BollywoodDance,Yeh Jawaani Hai Deewani,9.5,Happy,fdubeMFwuGs,https://img.youtube.com/vi/fdubeMFwuGs/maxresdefault.jpg
622,Neendein Khul Jaati Hain,"Kanika Kapoor, Meet Bros, Mika Singh",BollywoodDance,Hate Story 3,9.1,Happy,AuR-Rjx_3qs,https://img.youtube.com/vi/AuR-Rjx_3qs/maxresdefault.jpg
623,Phir Le Aya Dil,Shafqat Amanat Ali,BollywoodSad,Barfi,9.7,Sad,pOnW2HytGEY,https://img.youtube.com/vi/pOnW2HytGEY/maxresdefault.jpg
624,Main Yahaan Hoon,Udit Narayan,BollywoodDance,Veer Zaara,9.4,Happy,m6Y8xEfyXTs,https://img.youtube.com/vi/m6Y8xEfyXTs/maxresdefault.jpg
625,Soni Soni,"Ishaan, Jaspinder Narula, Manohar Shetty, Pritha Majumdar, Shweta Pandit, Sonali Bhatawdekar, Udbhav, Udit Narayan",BollywoodDance,Mohabbatein,9.1,Happy,OpLD97fG9Hw,https://img.youtube.com/vi/OpLD97fG9Hw/maxresdefault.jpg
626,Rocket Saiyyan,"Brijesh Shandilya, Ritu Pathak, Tanishk Baagchi",BollywoodDance,Shubh Mangal Saavdhan,8.9,Happy,3XRlH50X-V4,https://img.youtube.com/vi/3XRlH50X-V4/maxresdefault.jpg
627,Khol De Par,Arijit Singh,Bollywood,Hichki,9.3,Neutral,u871WK7kem8,https://img.youtube.com/vi/u871WK7kem8/maxresdefault.jpg
628,Humko Humise Chura Lo,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Mohabbatein,9.1,Happy,zWPsjhBaRb0,https://img.youtube.com/vi/zWPsjhBaRb0/maxresdefault.jpg
629,Be Intehaan,"Atif Aslam, Sunidhi Chauhan",BollywoodRomantic,Race 2,9.4,Happy,nD7F40pQpyc,https://img.youtube.com/vi/nD7F40pQpyc/maxresdefault.jpg
630,Subhanallah,"Shilpa Rao, Sreerama Chandra Mynampati",BollywoodRomantic,Yeh Jawaani Hai Deewani,9.5,Happy,QYO6AlxiRE4,https://img.youtube.com/vi/QYO6AlxiRE4/maxresdefault.jpg
