Song_id,Song,Singer,Genre,Album,User-Rating,Emotion,videoID,Thumbnail
1150,Katra Katra,"Ankit Tiwari, Prakriti Kakar",BollywoodRomantic,Alone,9,Happy,8PmgDiGuTZ0,https://img.youtube.com/vi/8PmgDiGuTZ0/maxresdefault.jpg
1151,Yaara O Yaara,"Lata Mangeshkar, Suresh Wadkar",BollywoodSad,Ram Teri Ganga Maili,8.4,Sad,2wZkJlSktHQ,https://img.youtube.com/vi/2wZkJlSktHQ/maxresdefault.jpg
1152,Alfazon Ki Tarah (Unplugged),"Ankit Tiwari, John Abraham, Shreya Ghoshal",BollywoodSad,Rocky Handsome,9.5,Sad,okr0WS3qv7g,https://img.youtube.com/vi/okr0WS3qv7g/maxresdefault.jpg
1153,Jaane Dil Mein,"Lata Mangeshkar, Sonu Nigam",BollywoodRomantic,Mujhse Dosti Karoge!,9.1,Happy,EdRYy38C_gE,https://img.youtube.com/vi/EdRYy38C_gE/maxresdefault.jpg
1154,Trippy,"Himesh Reshammiya, Neha Kakkar",BollywoodDance,Aap Se Mausiiquii,8.8,Happy,xPr14A_r30M,https://img.youtube.com/vi/xPr14A_r30M/maxresdefault.jpg
1155,Dil Jaane Na,"Mohit Chauhan, Neeti Mohan",BollywoodRomantic,Dil Juunglee,8.6,Happy,cwuEMw84BMo,https://img.youtube.com/vi/cwuEMw84BMo/maxresdefault.jpg
1156,Da Da Dasse,"Babu Haabi, Kanika Kapoor",BollywoodDance,Udta Punjab,9.4,Happy,5IdGjLg6m5Q,https://img.youtube.com/vi/5IdGjLg6m5Q/maxresdefault.jpg
1157,O Re Kaharo,"Altamash Faridi, Kalpana Patowary",BollywoodSad,Begum Jaan,9.2,Sad,prOBh73ceq4,https://img.youtube.com/vi/prOBh73ceq4/maxresdefault.jpg
1158,Ramaiya Vatsavaiya,"Lata Mangeshkar, Mohammed Rafi, Mukesh",BollywoodDance,Shree 420,8.6,Happy,qpIdoaaPa6U,https://img.youtube.com/vi/qpIdoaaPa6U/maxresdefault.jpg
1159,Fashion Khatam Mujhpe,"Mamta Sharma, Shabab Sabri, Wajid",BollywoodDance,Dolly Ki Doli,9,Happy,PKhjmDgy_iI,https://img.youtube.com/vi/PKhjmDgy_iI/maxresdefault.jpg
1160,Kya Dekhte Ho Surat Tumhari,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Qurbani,8.9,Happy,1YS34y6k3uQ,https://img.youtube.com/vi/1YS34y6k3uQ/maxresdefault.jpg
1161,Kudiye Di Kurti,"Neuman Pinto, Shazneen Arethna, Shreya Ghoshal, Sonu Nigam",BollywoodDance,Ishkq In Paris,9.1,Happy,ctcCHU3DfUo,https://img.youtube.com/vi/ctcCHU3DfUo/maxresdefault.jpg
1162,Beat Juunglee,"Armaan Malik, Prakriti Kakkar",BollywoodDance,Dil Juunglee,9.6,Happy,GrU4OEFdAQk,https://img.youtube.com/vi/GrU4OEFdAQk/maxresdefault.jpg
1163,Ya Rabba,Kailash Kher,BollywoodSad,Salaam-E-Ishq,9.4,Sad,ieAj8Y4Xo_Q,https://img.youtube.com/vi/ieAj8Y4Xo_Q/maxresdefault.jpg
1164,Ishqa,"Abhijeet Sawant, Antara Mitra",Bollywood,Dishoom,9.4,Neutral,Yt6t1cUXLy8,https://img.youtube.com/vi/Yt6t1cUXLy8/maxresdefault.jpg
1165,Aahun Aahun,"Ashish Pandit, Jaspreet Singh, Master Saleem, Suzanne D'Mello",BollywoodDance,Love Ajkal,9.3,Happy,Qk9bPR2wfJ4,https://img.youtube.com/vi/Qk9bPR2wfJ4/maxresdefault.jpg
1166,Aahun Aahun,"Ashish Pandit, Master Saleem, Suzanne D'Mello",BollywoodDance,Love Aj Kal,9.3,Happy,Qk9bPR2wfJ4,https://img.youtube.com/vi/Qk9bPR2wfJ4/maxresdefault.jpg
1167,Dil Dance Maare,"Sukhwinder Singh, Sunidhi Chauhan, Udit Narayan",BollywoodDance,Tashan,9.1,Happy,l7wqkrtE2ZI,https://img.youtube.com/vi/l7wqkrtE2ZI/maxresdefault.jpg
1168,Kitni Baatein,"Hariharan, Sadhana Sargam, Shankar Ehsaan Loy",BollywoodSad,Lakshya,9.7,Sad,xcRhNy-6iok,https://img.youtube.com/vi/xcRhNy-6iok/maxresdefault.jpg
1169,Kitni Baatein,"Hariharan, Sadhana Sargam",BollywoodSad,Lakshay,9.7,Sad,xcRhNy-6iok,https://img.youtube.com/vi/xcRhNy-6iok/maxresdefault.jpg
1170,Char Baj Gaye (Party Abhi Baaki Hai),Hard Kaur,BollywoodDance,F.A.L.T.U,9.5,Happy,cj1jnyy3Egw,https://img.youtube.com/vi/cj1jnyy3Egw/maxresdefault.jpg
1171,Aa Gaya Aa Gaya,Udit Narayan,BollywoodDance,Hum Tumhare Hain Sanam,8.1,Happy,tZAJCJBbOzk,https://img.youtube.com/vi/tZAJCJBbOzk/maxresdefault.jpg
1172,Chand Sitare,Kumar Sanu,BollywoodRomantic,Kaho Naa.... Pyaar Hai,9.3,Happy,OgV6VMi9Wp4,https://img.youtube.com/vi/OgV6VMi9Wp4/maxresdefault.jpg
1173,Bhanware Ne Khilaya Phool,"Lata Mangeshkar, Suresh Wadkar",BollywoodDance,Prem Rog,7.5,Happy,9SRtXOmV8rU,https://img.youtube.com/vi/9SRtXOmV8rU/maxresdefault.jpg
1174,O Piya O Piya,"Sadhana Sargam, Sukhwinder Singh",BollywoodRomantic,Jis Desh Mein Ganga Rehta Hai,8.6,Happy,5KPzQPOenMY,https://img.youtube.com/vi/5KPzQPOenMY/maxresdefault.jpg
1175,Dekha Tujhe Toh,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Devdas,8.6,Happy,hOiR2N70bwg,https://img.youtube.com/vi/hOiR2N70bwg/maxresdefault.jpg
1176,Engine Ki Seeti,"Resmi Sateesh, Sunidhi Chauhan",BollywoodDance,Khoobsurat,9.2,Happy,YWhbDQeWfNk,https://img.youtube.com/vi/YWhbDQeWfNk/maxresdefault.jpg
1177,Yeh Jawaani Hai Deewani (Mashup),"Arijit Singh, Mohit Chauhan",BollywoodDance,Yeh Jawaani Hai Deewani,9.5,Happy,shJyai-hQ1Q,https://img.youtube.com/vi/shJyai-hQ1Q/maxresdefault.jpg
1178,Punjabi Mast,"Alamgir Khan, Ankit Tiwari, Arya Acharya, Himesh Reshammiya, Vineet Singh",BollywoodDance,Action Jackson,8.9,Happy,qlemX0mWP2A,https://img.youtube.com/vi/qlemX0mWP2A/maxresdefault.jpg
1179,Mere Hathon Mein Nau Nau,Lata Mangeshkar,BollywoodDance,Chandni,8.4,Happy,Oo-WHs3bw34,https://img.youtube.com/vi/Oo-WHs3bw34/maxresdefault.jpg
1180,Heer,"Arijit Singh, Harshdeep Kaur",BollywoodDance,Yeh Jawaani Hai Deewani,9.4,Happy,aNcxgxHcGYg,https://img.youtube.com/vi/aNcxgxHcGYg/maxresdefault.jpg
1181,Mere Bina,Nikhil Dsouza,BollywoodRomantic,Crook,9.6,Happy,XvUSsh3gdO4,https://img.youtube.com/vi/XvUSsh3gdO4/maxresdefault.jpg
1182,Ishq Chupta Nahi Chupane Se,Abhijeet,BollywoodSad,Bewaffa,8.9,Sad,Z1I4KLiX-h0,https://img.youtube.com/vi/Z1I4KLiX-h0/maxresdefault.jpg
1183,Ishq Chupta Nahi,Abhijeet,BollywoodRomantic,Bewafaa,8.9,Happy,Z1I4KLiX-h0,https://img.youtube.com/vi/Z1I4KLiX-h0/maxresdefault.jpg
1184,Tu Jahaan,Sonu Nigam,BollywoodSad,Salaam Namaste,9.4,Sad,wW_ZjNUwe0M,https://img.youtube.com/vi/wW_ZjNUwe0M/maxresdefault.jpg
1185,Girls Like To Swing,Sunidhi Chauhan,BollywoodDance,Dil Dhadakne Do,9.1,Happy,JTWGBaTV_Ig,https://img.youtube.com/vi/JTWGBaTV_Ig/maxresdefault.jpg
1186,Tu Kamaal Di Kudi,"Mamta Sharma, Vineet Singh",BollywoodDance,Son of Sardaar,8.5,Happy,E2C0dzbF2iw,https://img.youtube.com/vi/E2C0dzbF2iw/maxresdefault.jpg
1187,Tu Kamaal Di Kudi,"Mamta Sharma, Vineet Singh",BollywoodDance,Son of Sardaar,8.5,Happy,E2C0dzbF2iw,https://img.youtube.com/vi/E2C0dzbF2iw/maxresdefault.jpg
1188,Sapne Mein,"Asha Bhosle, Suresh Wadkar",BollywoodDance,Satya,9.3,Happy,zqeh5RQ-SFk,https://img.youtube.com/vi/zqeh5RQ-SFk/maxresdefault.jpg
1189,Sadka,"Mahalakshmi Iyer, Suraj Jagan",Bollywood,I Hate Luv Story,9.5,Neutral,9hIgYEF42so,https://img.youtube.com/vi/9hIgYEF42so/maxresdefault.jpg
1190,Dekho Dekho Jaanam,"Alka Yagnik, Udit Narayan",BollywoodDance,Ishq,9.3,Happy,OcD9cEPlW_M,https://img.youtube.com/vi/OcD9cEPlW_M/maxresdefault.jpg
1191,Chhan Ke Mohalla,"Ritu Pathak, Sunidhi Chauhan",BollywoodDance,Action Replayy,9.4,Happy,mF2rypr253o,https://img.youtube.com/vi/mF2rypr253o/maxresdefault.jpg
1192,Kaahe Chhed,"Kavita Krishnamurthy, Madhuri Dixit, Pandit Birju Maharaj",BollywoodDance,Devdas,9.2,Happy,shVS2PkqRMI,https://img.youtube.com/vi/shVS2PkqRMI/maxresdefault.jpg
1193,Aate Jaate Jo Milta Hai,"Alka Yagnik, Sonu Nigam",BollywoodDance,Har Dil Jo Pyar Karega,9.4,Happy,#NAME?,https://img.youtube.com/vi/-_HNXs7Jsho/maxresdefault.jpg
1194,Uff Teri Adaa I Like You,"Alyssa Mendonsa, Shankar Mahadevan",BollywoodDance,Karthik Calling Karthik,9.6,Happy,qTsAdjULqwg,https://img.youtube.com/vi/qTsAdjULqwg/maxresdefault.jpg
1195,Pant Mein Gun,Diljit Dosanjh,BollywoodDance,Welcome To New York,9,Happy,RcseqQANTvQ,https://img.youtube.com/vi/RcseqQANTvQ/maxresdefault.jpg
1196,Bachna Ae Haseeno,"Kishore Kumar, Sumit Kumar, Vishal Dadlani",BollywoodDance,Bachna Ae Haseeno,9.3,Happy,bh2O4oyB1UM,https://img.youtube.com/vi/bh2O4oyB1UM/maxresdefault.jpg
1197,Ang Se Ang Lagana,"Alka Yagnik, Devki Pandit, Sudesh Bhosle, Vinod Rathod",BollywoodDance,Darr,8,Happy,bue7fClXlkI,https://img.youtube.com/vi/bue7fClXlkI/maxresdefault.jpg
1198,Janib (Duet),"Arijit Singh, Sunidhi Chauhan",BollywoodRomantic,Dilliwaali Zaalim Girlfriend,9.6,Happy,M1XKJZHLRmM,https://img.youtube.com/vi/M1XKJZHLRmM/maxresdefault.jpg
1199,Seedha Saadha,Amit Mishra,BollywoodSad,Commando 2,9.3,Sad,71Z0xXz94lY,https://img.youtube.com/vi/71Z0xXz94lY/maxresdefault.jpg
1200,Aaya Re,"Kunal Ganjawala, Sunidhi Chauhan",BollywoodDance,Chup Chup Ke,9,Happy,ZtQCMz9XLbA,https://img.youtube.com/vi/ZtQCMz9XLbA/maxresdefault.jpg
1201,Koi Fariyaad,Jagjit Singh,BollywoodSad,Tum Bin,9.4,Sad,8MN2bxMiB9A,https://img.youtube.com/vi/8MN2bxMiB9A/maxresdefault.jpg
1202,Rangreli,"Shreya Ghoshal, Wajid",BollywoodDance,Daawat e Ishq,9.4,Happy,zkU_0IAI9sk,https://img.youtube.com/vi/zkU_0IAI9sk/maxresdefault.jpg
1203,Loot Jayenge,"Jayesh Gandhi, Kunal Ganjawala",BollywoodDance,Aksar,8.9,Happy,zZEExtwxgcw,https://img.youtube.com/vi/zZEExtwxgcw/maxresdefault.jpg
1204,Pyar Kiya To Darna Kya,Lata Mangeshkar,BollywoodDance,Mughal-E-Azam,8.6,Happy,FzVG01dDTCA,https://img.youtube.com/vi/FzVG01dDTCA/maxresdefault.jpg
1205,Hum To Bhai Jaise Hain,Lata Mangeshkar,BollywoodDance,Veer Zaara,9.2,Happy,c_L5nSf91zs,https://img.youtube.com/vi/c_L5nSf91zs/maxresdefault.jpg
1206,Jatt Jaguar,"Apeksha Dandekar., Navraj Hans, Vishal Dadlani",BollywoodDance,Mubarakan,9.2,Happy,raNYtiXMkjA,https://img.youtube.com/vi/raNYtiXMkjA/maxresdefault.jpg
1207,Yaad Aa Raha Ha,Bappi Lahiri,BollywoodDance,Disco Dancer,8.5,Happy,v7B1_y2LAeI,https://img.youtube.com/vi/v7B1_y2LAeI/maxresdefault.jpg
1208,Glamorous Ankhiyaan,"Anjjan, Krishna Beura, Meet Bros",BollywoodDance,Ek Paheli Leela,8.9,Happy,SaSbcpsj6b0,https://img.youtube.com/vi/SaSbcpsj6b0/maxresdefault.jpg
1209,Kitni Mohabbat Kis Ko,"Alka Yagnik, Kumar Sanu, Udit Narayan",BollywoodRomantic,Deewane,8.5,Happy,wLTJHrtkv2w,https://img.youtube.com/vi/wLTJHrtkv2w/maxresdefault.jpg
1210,Tera Mera Rishta Purana,Mustafa Zahid,BollywoodSad,Awarapan,9.1,Sad,0J0HZrDvbjY,https://img.youtube.com/vi/0J0HZrDvbjY/maxresdefault.jpg
1211,Bin Tere,"Shafqat Amanat Ali, Sunidhi Chauhan",BollywoodSad,I Hate Luv Storys,9.6,Sad,JPZxMhZ4KDw,https://img.youtube.com/vi/JPZxMhZ4KDw/maxresdefault.jpg
1212,Tere Dil Ka Rishta,Sonu Nigam,BollywoodRomantic,Koi Aap Sa,9.2,Happy,UPm4DCC1yRo,https://img.youtube.com/vi/UPm4DCC1yRo/maxresdefault.jpg
1213,Om Mangalam,"Nindy Kaur, RDB",BollywoodDance,Kambakkht Ishq,9.5,Happy,8pskQsGtHMg,https://img.youtube.com/vi/8pskQsGtHMg/maxresdefault.jpg
1214,Chhupana Bhi Nahin Aata,Vinod Rathod,BollywoodRomantic,Baazigar,9.2,Happy,beyJY99Rusk,https://img.youtube.com/vi/beyJY99Rusk/maxresdefault.jpg
1215,Hum Pyar Karne Wale,"Adnan Sami, Anuradha Paudwal, Udit Narayan",BollywoodRomantic,Dil,7.8,Happy,pXQQhqKmYgg,https://img.youtube.com/vi/pXQQhqKmYgg/maxresdefault.jpg
1216,Khwabon Khwabon,K.K. Suchitra,BollywoodDance,Force,9.4,Happy,IjjBh4NX8V0,https://img.youtube.com/vi/IjjBh4NX8V0/maxresdefault.jpg
1217,Yeh Haseen Vadiyan Yeh Khula Aasman,"A.R. Rahman, K. S. Chithra, S.P. Balasubrahmanyam",BollywoodRomantic,Roja,9.5,Happy,cjTXPujnBuk,https://img.youtube.com/vi/cjTXPujnBuk/maxresdefault.jpg
1218,Yeh Hawa Yeh Bata,Lata Mangeshkar,BollywoodDance,Ghazab,7.2,Happy,Cmpzci-zYFU,https://img.youtube.com/vi/Cmpzci-zYFU/maxresdefault.jpg
1219,Khulke Dulke,"Gippy Grewal, Harshdeep Kaur",BollywoodDance,Befikre,9,Happy,nD8ALkM1x6s,https://img.youtube.com/vi/nD8ALkM1x6s/maxresdefault.jpg
1220,Musu Musu,Shaan,BollywoodRomantic,Pyaar Mein Kabhi Kabhi,9.6,Happy,5ahWUJsgqGg,https://img.youtube.com/vi/5ahWUJsgqGg/maxresdefault.jpg
1221,Sajh Dhaj Ke,"Mika Singh, Pankaj Kapur",BollywoodDance,Mausam,9.4,Happy,C87WJjQKLNI,https://img.youtube.com/vi/C87WJjQKLNI/maxresdefault.jpg
1222,Pinky,"Mamta Sharma, Meet Bros Anjjan",BollywoodDance,Zanjeer,9.3,Happy,idjqlJ0lw7I,https://img.youtube.com/vi/idjqlJ0lw7I/maxresdefault.jpg
1223,Mujhe Kitna Pyar Hai Tumse,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Dil Tera Deewana,8.8,Happy,C_oeEu91obA,https://img.youtube.com/vi/C_oeEu91obA/maxresdefault.jpg
1224,The Disco Song (Remix),"Benny Dayal, Salim Merchant, Shahid Mallaya, Sunidhu Chauhan, Udit Narayan",BollywoodDance,Student of the Year,9.5,Happy,mcL6ZErM49Q,https://img.youtube.com/vi/mcL6ZErM49Q/maxresdefault.jpg
1225,Yeh Ishq Hai Gunah,"Sukhwinder Singh, Sunidhi Chauhan",BollywoodRomantic,Madhoshi,8,Happy,JeHXMCgsCv0,https://img.youtube.com/vi/JeHXMCgsCv0/maxresdefault.jpg
1226,Kabhi Shaam Dhale,Lucky Ali,BollywoodDance,Sur,9,Happy,1LyS9N6vUxg,https://img.youtube.com/vi/1LyS9N6vUxg/maxresdefault.jpg
1227,In Lamhon Ke Daaman Mein,Javed Ali,BollywoodRomantic,Jodha Akbar,9.2,Happy,ve4IQMlTMuY,https://img.youtube.com/vi/ve4IQMlTMuY/maxresdefault.jpg
1228,Agar Main Kahoon,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Lakshay,9.6,Happy,30tnmyzgRSI,https://img.youtube.com/vi/30tnmyzgRSI/maxresdefault.jpg
1229,Kaddu Katega,Antara Mitra,BollywoodDance,R... Rajkumar,8.9,Happy,3AoVBNST2TE,https://img.youtube.com/vi/3AoVBNST2TE/maxresdefault.jpg
1230,Ishaqzaade,"Javed Ali, Shreya Ghoshal",BollywoodDance,Ishaqzaade,9.4,Happy,Lf1M-XJpUpQ,https://img.youtube.com/vi/Lf1M-XJpUpQ/maxresdefault.jpg
1231,Race 2 (Mashup),Multiple,BollywoodDance,Race 2,9.3,Happy,H_gu0Pq87CY,https://img.youtube.com/vi/H_gu0Pq87CY/maxresdefault.jpg
1232,Allah Ke Bande,Kailash Kher,BollywoodSad,Waisa Bhi Hota Hai,9.6,Sad,KSwd2fYX9vg,https://img.youtube.com/vi/KSwd2fYX9vg/maxresdefault.jpg
1233,Aisa Jadoo,Sunidhi Chauhan,BollywoodDance,Khakee,9.2,Happy,vrdVzr5QEbk,https://img.youtube.com/vi/vrdVzr5QEbk/maxresdefault.jpg
1234,Saanson Ki Mala,Kavita Krishnamurthy,BollywoodDance,Koyla,8.7,Happy,vxHhoj8fSQA,https://img.youtube.com/vi/vxHhoj8fSQA/maxresdefault.jpg
1235,Mar Jayian,"Sunidhi Chauhan, Vishal Dadlani",Bollywood,Vicky Donor,9.6,Neutral,0UrEgEkQSZ0,https://img.youtube.com/vi/0UrEgEkQSZ0/maxresdefault.jpg
1236,Prabhu Ji,Asees Kaur,BollywoodDevotional,High Jack,9.1,Angry,grhGL-Hp5gs,https://img.youtube.com/vi/grhGL-Hp5gs/maxresdefault.jpg
1237,Baby Doll (Remix),"Kanika Kapoor, Meet Bros",BollywoodDance,Ragini MMS 2,8.9,Happy,50X8EXq6Tlc,https://img.youtube.com/vi/50X8EXq6Tlc/maxresdefault.jpg
1238,Aa Tayar Hoja,Sunidhi Chauhan,BollywoodDance,Asoka,9.4,Happy,VVvm4ZFQGqE,https://img.youtube.com/vi/VVvm4ZFQGqE/maxresdefault.jpg
1239,Humko Pyaar Hua,"K.K., Tulsi Kumar",BollywoodRomantic,Ready,9.4,Happy,EB25MOJIHRQ,https://img.youtube.com/vi/EB25MOJIHRQ/maxresdefault.jpg
1240,Jugni Peeke Tight Hai,"Divya Kumar, Kanika Kapoor, Sukriti Kakkar",BollywoodDance,Kis Kisko Pyaar Karoon,9.1,Happy,abcBq_tdTuA,https://img.youtube.com/vi/abcBq_tdTuA/maxresdefault.jpg
1241,Mere Rang Mein Rangne Wali,"Asad Bhopali, S.P. Balasubrahmanyam",BollywoodRomantic,Maine Pyar Kiya,8.9,Happy,T9RQrpuPt6o,https://img.youtube.com/vi/T9RQrpuPt6o/maxresdefault.jpg
1242,Toh Phir Aao,Mustafa Zahid,BollywoodSad,Awarapan,9.3,Sad,J-ciGRKON18,https://img.youtube.com/vi/J-ciGRKON18/maxresdefault.jpg
1243,Ajnabi Mujhko Itna Bata,"Asha Bhosle, Jatin-Lalit, Udit Narayan",BollywoodRomantic,Pyaar To Hona Hi Tha,9,Happy,0GbzslPe8X8,https://img.youtube.com/vi/0GbzslPe8X8/maxresdefault.jpg
1244,Dil Dhadakne Do,"Joi Barua, Shankar Mahadevan, Suraj Jagan",Bollywood,Zindagi Na Milegi Dobara,9.5,Neutral,jCEdTq3j-0U,https://img.youtube.com/vi/jCEdTq3j-0U/maxresdefault.jpg
1245,Tu Mere Paas,Ankit Tiwari,BollywoodSad,Wazir,9.6,Sad,7UWLE1dTfA8,https://img.youtube.com/vi/7UWLE1dTfA8/maxresdefault.jpg
1246,Dhat Teri Ki,"Aditi Singh Sharma, Sanam Puri",BollywoodDance,Dhat Teri Ki,9.5,Happy,7HuktrzSImU,https://img.youtube.com/vi/7HuktrzSImU/maxresdefault.jpg
1247,Der Se Aana Jaldi Jaana,"Alka Yagnik, Manhar Udhas",BollywoodDance,Khal Nayak,8.1,Happy,bUCeaj2BcJU,https://img.youtube.com/vi/bUCeaj2BcJU/maxresdefault.jpg
1248,Bol Radha Bol,Mukesh,BollywoodRomantic,Sangam,8.5,Happy,9a-ONy8iGNQ,https://img.youtube.com/vi/9a-ONy8iGNQ/maxresdefault.jpg
1249,Tu Hi Khwahish,Sunidhi Chauhan,BollywoodDance,Once Upon A Time In Mumbaai Dobara,9.3,Happy,XlL5lRligxk,https://img.youtube.com/vi/XlL5lRligxk/maxresdefault.jpg
1250,Chak De India,"Marianne D'Cruz, Salim Merchant, Sukhwinder Singh",BollywoodDance,Chak De India,9.4,Happy,bnqLzCsffwY,https://img.youtube.com/vi/bnqLzCsffwY/maxresdefault.jpg
1251,Ruk Ja O Dil Deewane,Udit Narayan,BollywoodRomantic,Dilwale Dulhania Le Jayenge,9.3,Happy,jBpRItrod-Q,https://img.youtube.com/vi/jBpRItrod-Q/maxresdefault.jpg
1252,Nanga Punga Dost,Shreya Ghoshal,BollywoodDance,PK,8.8,Happy,m2a3WlRyWGM,https://img.youtube.com/vi/m2a3WlRyWGM/maxresdefault.jpg
1253,Tanhayee,Sonu Nigam,BollywoodSad,Dil Chahta Hai,9.3,Sad,ZkwaiIGoyT4,https://img.youtube.com/vi/ZkwaiIGoyT4/maxresdefault.jpg
1254,Beat It Bijuriya,"Asees Kaur, Renesa Baadchi",BollywoodDance,Munna Michael,8.8,Happy,VgFZOJ0MB9I,https://img.youtube.com/vi/VgFZOJ0MB9I/maxresdefault.jpg
1255,Tum Saath Ho Jab Apne,"Asha Bhosle, Kishore Kumar",BollywoodDance,Kaalia,9,Happy,KSuHOgDiq6Y,https://img.youtube.com/vi/KSuHOgDiq6Y/maxresdefault.jpg
1256,Most Wanted Munda,"Earl Edgar, Meet Bros",BollywoodDance,Ki & Ka,9.3,Happy,sWOyl_-1juI,https://img.youtube.com/vi/sWOyl_-1juI/maxresdefault.jpg
1257,Mehram,Arijit Singh,BollywoodDance,Kahaani 2,9.1,Happy,BUm_hFMlsgg,https://img.youtube.com/vi/BUm_hFMlsgg/maxresdefault.jpg
1258,Naina,Rahat Fateh Ali Khan,BollywoodSad,Omkara,9.2,Sad,KzBa4ZKTVjE,https://img.youtube.com/vi/KzBa4ZKTVjE/maxresdefault.jpg
1259,Sab Kuchh Bhula Diya,"Sapna Awasthi, Sonu Nigam",BollywoodSad,Hum Tumhare Hain Sanam,8.7,Sad,xKx_80QM2LU,https://img.youtube.com/vi/xKx_80QM2LU/maxresdefault.jpg
1260,Ungli Pe Nachalein,"Dev Negi, Shipra Goyal",BollywoodDance,Ungli,9.3,Happy,NDEpGJZX6gc,https://img.youtube.com/vi/NDEpGJZX6gc/maxresdefault.jpg
1261,Aise Na Mujhe Tum Dekho,Kishore Kumar,BollywoodRomantic,Darling Darling,9.3,Happy,BGmVD-DeReI,https://img.youtube.com/vi/BGmVD-DeReI/maxresdefault.jpg
1262,Kahin Door Jab Din Dhal Jaye,Mukesh,BollywoodRomantic,Anand,9.4,Happy,wjYK67cgNKc,https://img.youtube.com/vi/wjYK67cgNKc/maxresdefault.jpg
1263,Gilehriyaan,Jonita Gandhi,Bollywood,Dangal,9.5,Neutral,7EstYM_4J_k,https://img.youtube.com/vi/7EstYM_4J_k/maxresdefault.jpg
1264,Tanha Tanha Yahan Pe Jeena,Asha Bhosle,BollywoodDance,Rangeela,9,Happy,W1GNGlaFKYw,https://img.youtube.com/vi/W1GNGlaFKYw/maxresdefault.jpg
1265,Khwahishein,Shreya Ghoshal,BollywoodRomantic,Heroine,9.7,Happy,8UNuEyQovhY,https://img.youtube.com/vi/8UNuEyQovhY/maxresdefault.jpg
1266,Zindagi Kaisi Hai Paheli,Manna Dey,BollywoodDance,Anand,9.3,Happy,#NAME?,https://img.youtube.com/vi/-y6_cFZsMJA/maxresdefault.jpg
1267,Sachi Muchi,"Harshdeep Kaur, Mohit Chauhan",BollywoodDance,Sultan,8.7,Happy,yutKUteoZIA,https://img.youtube.com/vi/yutKUteoZIA/maxresdefault.jpg
1268,Saawli Saloni Teri,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Hum Sub Chor Hain,8.7,Happy,mCtOTH3XNqk,https://img.youtube.com/vi/mCtOTH3XNqk/maxresdefault.jpg
1269,Soniye,"K.K., Sunidhi Chauhan",BollywoodRomantic,Aksar,9.3,Happy,RE46-BjrhNQ,https://img.youtube.com/vi/RE46-BjrhNQ/maxresdefault.jpg
1270,Koi Yeh Kaise Bataye,Jagjit Singh,BollywoodSad,Arth,9.4,Sad,YAhLfxeib8w,https://img.youtube.com/vi/YAhLfxeib8w/maxresdefault.jpg
1271,Dekho Nashe Mein,"K.K., Shaan, Sunidhi Chauhan",BollywoodDance,Race,9.3,Happy,YxyMY6PJOIw,https://img.youtube.com/vi/YxyMY6PJOIw/maxresdefault.jpg
1272,Mein Sharabi,Yo Yo Honey Singh,BollywoodDance,Cocktail,9.3,Happy,YQf9Cedeydo,https://img.youtube.com/vi/YQf9Cedeydo/maxresdefault.jpg
1273,Ho Sarkay Leo Khattiya Jada Lage,"Kumar Sanu, Poornima",BollywoodRomantic,Raja Babu,8,Happy,Be_It32jfOQ,https://img.youtube.com/vi/Be_It32jfOQ/maxresdefault.jpg
1274,Nadiya Chale Chale Re Dhara,Manna Dey,BollywoodDance,Safar,8.6,Happy,iHK3D7jlqls,https://img.youtube.com/vi/iHK3D7jlqls/maxresdefault.jpg
1275,Khatam Kahani,"Jyoti Nooran, Sultana Nooran, Vishal Mishra",Bollywood,Qarib Qarib Single,8.8,Neutral,cZ8ACLzVO4Q,https://img.youtube.com/vi/cZ8ACLzVO4Q/maxresdefault.jpg
1276,Jiya Jale,"Lata Mangeshkar, M.G. Sreekumar",BollywoodDance,Dil Se,9.4,Happy,pZy8115sNXM,https://img.youtube.com/vi/pZy8115sNXM/maxresdefault.jpg
1277,Manva Likes To Fly,Shalmali Kholgade,BollywoodDance,Tumhari Sulu,8.8,Happy,pifPBpxSQCk,https://img.youtube.com/vi/pifPBpxSQCk/maxresdefault.jpg
1278,Aashayein,"KK, Salim Merchant",BollywoodMotivational,Iqbal,9.5,Angry,bmyv0nRkDmc,https://img.youtube.com/vi/bmyv0nRkDmc/maxresdefault.jpg
1279,Aisa Kyoon Hota Hai,Alka Yagnik,BollywoodRomantic,Ishq Vishk,9.3,Happy,lCD0Qmm3MA0,https://img.youtube.com/vi/lCD0Qmm3MA0/maxresdefault.jpg
1280,Aaja Shaam Hone Aayi,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Maine Pyar Kiya,8.7,Happy,SmbxqkSaReQ,https://img.youtube.com/vi/SmbxqkSaReQ/maxresdefault.jpg
1281,Cocktail Mashup,Multiple,BollywoodDance,Cocktail,9.5,Happy,UNXppWPwG4E,https://img.youtube.com/vi/UNXppWPwG4E/maxresdefault.jpg
